Start Training:
Iter: 0, Loss: 3.47785e+01, Loss0: 2.33734e+01, Loss_b: 3.51624e-06, Loss_f: 2.42170e-03, Loss_prev: 1.14027e+01
Iter: 3600, Loss: 1.19928e+00, Loss0: 1.55406e-01, Loss_b: 2.08122e-04, Loss_f: 2.45645e-01, Loss_prev: 7.98024e-01
Iter: 3700, Loss: 1.16990e+00, Loss0: 1.44656e-01, Loss_b: 1.92670e-04, Loss_f: 2.37034e-01, Loss_prev: 7.88015e-01
Iter: 3800, Loss: 1.14941e+00, Loss0: 1.31415e-01, Loss_b: 2.42123e-04, Loss_f: 2.44812e-01, Loss_prev: 7.72945e-01
Iter: 3900, Loss: 1.10822e+00, Loss0: 1.20775e-01, Loss_b: 1.94742e-04, Loss_f: 2.24588e-01, Loss_prev: 7.62662e-01
Iter: 4000, Loss: 1.08411e+00, Loss0: 1.13060e-01, Loss_b: 1.92173e-04, Loss_f: 2.19035e-01, Loss_prev: 7.51826e-01
Iter: 4100, Loss: 1.06113e+00, Loss0: 1.05962e-01, Loss_b: 1.90319e-04, Loss_f: 2.14341e-01, Loss_prev: 7.40635e-01
Iter: 4200, Loss: 1.14972e+00, Loss0: 9.70018e-02, Loss_b: 1.04761e-04, Loss_f: 3.17016e-01, Loss_prev: 7.35593e-01
Iter: 4300, Loss: 1.01946e+00, Loss0: 9.50425e-02, Loss_b: 1.62423e-04, Loss_f: 2.05051e-01, Loss_prev: 7.19204e-01
Iter: 4400, Loss: 1.02730e+00, Loss0: 9.18270e-02, Loss_b: 2.09645e-04, Loss_f: 2.24204e-01, Loss_prev: 7.11060e-01
Iter: 4500, Loss: 9.82541e-01, Loss0: 8.61909e-02, Loss_b: 1.68507e-04, Loss_f: 1.97377e-01, Loss_prev: 6.98805e-01
Iter: 4600, Loss: 9.67971e-01, Loss0: 8.22593e-02, Loss_b: 1.19870e-04, Loss_f: 1.97326e-01, Loss_prev: 6.88266e-01
Iter: 4700, Loss: 9.63644e-01, Loss0: 8.08354e-02, Loss_b: 1.32910e-04, Loss_f: 1.97328e-01, Loss_prev: 6.85347e-01
Iter: 4800, Loss: 9.37699e-01, Loss0: 7.80006e-02, Loss_b: 1.09071e-04, Loss_f: 1.90312e-01, Loss_prev: 6.69277e-01
Iter: 4900, Loss: 9.23643e-01, Loss0: 7.62547e-02, Loss_b: 1.05834e-04, Loss_f: 1.86077e-01, Loss_prev: 6.61205e-01
Iter: 5000, Loss: 9.13815e-01, Loss0: 7.46033e-02, Loss_b: 4.66514e-05, Loss_f: 1.85178e-01, Loss_prev: 6.53988e-01
Iter: 5100, Loss: 9.96681e-01, Loss0: 7.14816e-02, Loss_b: 5.57500e-05, Loss_f: 2.75888e-01, Loss_prev: 6.49255e-01
Iter: 5200, Loss: 8.80706e-01, Loss0: 6.69344e-02, Loss_b: 7.07763e-05, Loss_f: 1.83606e-01, Loss_prev: 6.30095e-01
Iter: 5300, Loss: 8.69793e-01, Loss0: 6.67122e-02, Loss_b: 6.40654e-05, Loss_f: 1.80026e-01, Loss_prev: 6.22991e-01
Iter: 5400, Loss: 8.67457e-01, Loss0: 6.33285e-02, Loss_b: 1.08110e-04, Loss_f: 1.86126e-01, Loss_prev: 6.17895e-01
Iter: 5500, Loss: 8.82549e-01, Loss0: 5.76451e-02, Loss_b: 3.94988e-05, Loss_f: 2.09172e-01, Loss_prev: 6.15693e-01
Iter: 5600, Loss: 8.77281e-01, Loss0: 5.56999e-02, Loss_b: 4.16488e-05, Loss_f: 2.24238e-01, Loss_prev: 5.97301e-01
Iter: 5700, Loss: 8.18566e-01, Loss0: 5.79746e-02, Loss_b: 1.34134e-04, Loss_f: 1.80964e-01, Loss_prev: 5.79493e-01
Iter: 5800, Loss: 7.92059e-01, Loss0: 5.35838e-02, Loss_b: 7.93637e-05, Loss_f: 1.74199e-01, Loss_prev: 5.64197e-01
Iter: 5900, Loss: 8.66416e-01, Loss0: 5.21201e-02, Loss_b: 6.70839e-05, Loss_f: 2.56847e-01, Loss_prev: 5.57382e-01
Iter: 6000, Loss: 7.68092e-01, Loss0: 5.25664e-02, Loss_b: 1.93208e-04, Loss_f: 1.74545e-01, Loss_prev: 5.40788e-01
Iter: 6100, Loss: 7.43519e-01, Loss0: 5.01858e-02, Loss_b: 6.84027e-05, Loss_f: 1.67517e-01, Loss_prev: 5.25748e-01
Iter: 6200, Loss: 7.26185e-01, Loss0: 4.79880e-02, Loss_b: 7.95573e-05, Loss_f: 1.67151e-01, Loss_prev: 5.10966e-01
Iter: 6300, Loss: 7.05828e-01, Loss0: 4.44913e-02, Loss_b: 1.23418e-04, Loss_f: 1.63967e-01, Loss_prev: 4.97246e-01
Iter: 6400, Loss: 6.88872e-01, Loss0: 4.39571e-02, Loss_b: 1.09622e-04, Loss_f: 1.67970e-01, Loss_prev: 4.76836e-01
Iter: 6500, Loss: 6.93092e-01, Loss0: 4.28975e-02, Loss_b: 2.05740e-04, Loss_f: 1.71879e-01, Loss_prev: 4.78110e-01
Iter: 6600, Loss: 8.87225e-01, Loss0: 4.11319e-02, Loss_b: 1.29511e-04, Loss_f: 4.11685e-01, Loss_prev: 4.34279e-01
Iter: 6700, Loss: 6.20414e-01, Loss0: 3.49042e-02, Loss_b: 1.71213e-04, Loss_f: 1.56392e-01, Loss_prev: 4.28947e-01
Iter: 6800, Loss: 6.03914e-01, Loss0: 3.60586e-02, Loss_b: 1.46509e-04, Loss_f: 1.65397e-01, Loss_prev: 4.02312e-01
Iter: 6900, Loss: 5.73206e-01, Loss0: 3.32115e-02, Loss_b: 1.16500e-04, Loss_f: 1.55508e-01, Loss_prev: 3.84370e-01
Iter: 7000, Loss: 5.45432e-01, Loss0: 2.96445e-02, Loss_b: 1.13221e-04, Loss_f: 1.50966e-01, Loss_prev: 3.64708e-01
Iter: 7100, Loss: 5.95283e-01, Loss0: 2.79799e-02, Loss_b: 1.26744e-04, Loss_f: 2.22109e-01, Loss_prev: 3.45067e-01
Iter: 7200, Loss: 5.55889e-01, Loss0: 2.74278e-02, Loss_b: 1.26397e-04, Loss_f: 1.96087e-01, Loss_prev: 3.32248e-01
Iter: 7300, Loss: 4.94264e-01, Loss0: 2.24634e-02, Loss_b: 1.19408e-04, Loss_f: 1.50473e-01, Loss_prev: 3.21208e-01
Iter: 7400, Loss: 4.76961e-01, Loss0: 2.15812e-02, Loss_b: 1.29695e-04, Loss_f: 1.43878e-01, Loss_prev: 3.11372e-01
Iter: 7500, Loss: 4.63050e-01, Loss0: 2.04525e-02, Loss_b: 1.12196e-04, Loss_f: 1.42696e-01, Loss_prev: 2.99790e-01
Iter: 7600, Loss: 4.49121e-01, Loss0: 1.92433e-02, Loss_b: 1.23913e-04, Loss_f: 1.43021e-01, Loss_prev: 2.86733e-01
Iter: 7700, Loss: 4.47012e-01, Loss0: 1.80400e-02, Loss_b: 1.37297e-04, Loss_f: 1.53538e-01, Loss_prev: 2.75296e-01
Iter: 7800, Loss: 4.34999e-01, Loss0: 1.65719e-02, Loss_b: 1.36997e-04, Loss_f: 1.47010e-01, Loss_prev: 2.71280e-01
Iter: 7900, Loss: 4.15571e-01, Loss0: 1.63654e-02, Loss_b: 1.29589e-04, Loss_f: 1.39467e-01, Loss_prev: 2.59608e-01
Iter: 8000, Loss: 4.06404e-01, Loss0: 1.62822e-02, Loss_b: 1.31426e-04, Loss_f: 1.35685e-01, Loss_prev: 2.54306e-01
Iter: 8100, Loss: 4.04023e-01, Loss0: 1.54517e-02, Loss_b: 1.35748e-04, Loss_f: 1.37644e-01, Loss_prev: 2.50791e-01
Iter: 8200, Loss: 4.11801e-01, Loss0: 1.28600e-02, Loss_b: 1.49591e-04, Loss_f: 1.58362e-01, Loss_prev: 2.40430e-01
Iter: 8300, Loss: 5.39132e-01, Loss0: 1.35824e-02, Loss_b: 1.37061e-04, Loss_f: 3.07077e-01, Loss_prev: 2.18335e-01
Iter: 8400, Loss: 4.70851e-01, Loss0: 1.48899e-02, Loss_b: 1.95148e-04, Loss_f: 2.08311e-01, Loss_prev: 2.47455e-01
Iter: 8500, Loss: 3.56373e-01, Loss0: 1.27887e-02, Loss_b: 1.22705e-04, Loss_f: 1.19373e-01, Loss_prev: 2.24089e-01
Iter: 8600, Loss: 6.00299e-01, Loss0: 1.25574e-02, Loss_b: 1.74727e-04, Loss_f: 3.51416e-01, Loss_prev: 2.36150e-01
Iter: 8700, Loss: 3.34855e-01, Loss0: 1.17239e-02, Loss_b: 1.33803e-04, Loss_f: 1.17763e-01, Loss_prev: 2.05234e-01
Iter: 8800, Loss: 3.59546e-01, Loss0: 1.22576e-02, Loss_b: 1.33822e-04, Loss_f: 1.48555e-01, Loss_prev: 1.98599e-01
Iter: 8900, Loss: 3.24361e-01, Loss0: 1.07341e-02, Loss_b: 1.27682e-04, Loss_f: 1.14439e-01, Loss_prev: 1.99060e-01
Iter: 9000, Loss: 3.46326e-01, Loss0: 1.20535e-02, Loss_b: 1.55045e-04, Loss_f: 1.39685e-01, Loss_prev: 1.94432e-01
Iter: 9100, Loss: 3.93782e-01, Loss0: 1.15478e-02, Loss_b: 1.50471e-04, Loss_f: 1.94764e-01, Loss_prev: 1.87320e-01
Iter: 9200, Loss: 3.19577e-01, Loss0: 1.18920e-02, Loss_b: 1.12742e-04, Loss_f: 1.21542e-01, Loss_prev: 1.86031e-01
Iter: 9300, Loss: 2.95404e-01, Loss0: 1.07385e-02, Loss_b: 1.24849e-04, Loss_f: 1.02287e-01, Loss_prev: 1.82254e-01
Iter: 9400, Loss: 2.83233e-01, Loss0: 9.90146e-03, Loss_b: 1.25452e-04, Loss_f: 9.98138e-02, Loss_prev: 1.73393e-01
Iter: 9500, Loss: 4.51934e-01, Loss0: 9.78504e-03, Loss_b: 4.69576e-04, Loss_f: 2.38973e-01, Loss_prev: 2.02707e-01
Iter: 9600, Loss: 7.97766e-01, Loss0: 1.17922e-02, Loss_b: 1.79929e-04, Loss_f: 5.93495e-01, Loss_prev: 1.92299e-01
Iter: 9700, Loss: 9.45498e-01, Loss0: 1.18649e-02, Loss_b: 2.35829e-04, Loss_f: 7.38277e-01, Loss_prev: 1.95121e-01
Iter: 9800, Loss: 3.39238e-01, Loss0: 9.48052e-03, Loss_b: 7.78603e-05, Loss_f: 1.73160e-01, Loss_prev: 1.56520e-01
Iter: 9900, Loss: 2.81337e-01, Loss0: 1.01648e-02, Loss_b: 8.95105e-05, Loss_f: 9.74376e-02, Loss_prev: 1.73645e-01
Iter: 10000, Loss: 2.88442e-01, Loss0: 8.53775e-03, Loss_b: 5.82888e-05, Loss_f: 1.18504e-01, Loss_prev: 1.61342e-01
Iter: 10100, Loss: 2.10230e-01, Loss0: 5.48735e-03, Loss_b: 1.03864e-04, Loss_f: 1.02877e-01, Loss_prev: 1.01762e-01
Iter: 10200, Loss: 1.55230e-01, Loss0: 5.79912e-03, Loss_b: 1.14353e-04, Loss_f: 7.42158e-02, Loss_prev: 7.51002e-02
Iter: 10300, Loss: 1.23168e-01, Loss0: 6.39477e-03, Loss_b: 8.54604e-05, Loss_f: 5.89625e-02, Loss_prev: 5.77256e-02
Iter: 10400, Loss: 1.00292e-01, Loss0: 5.26009e-03, Loss_b: 9.23743e-06, Loss_f: 4.87228e-02, Loss_prev: 4.63001e-02
Iter: 10500, Loss: 8.45213e-02, Loss0: 5.02835e-03, Loss_b: 5.93864e-06, Loss_f: 4.42593e-02, Loss_prev: 3.52278e-02
Iter: 10600, Loss: 6.93297e-02, Loss0: 2.87966e-03, Loss_b: 3.19774e-05, Loss_f: 3.71519e-02, Loss_prev: 2.92661e-02
Iter: 10700, Loss: 5.97455e-02, Loss0: 1.58653e-03, Loss_b: 4.72875e-05, Loss_f: 3.34940e-02, Loss_prev: 2.46177e-02
Iter: 10800, Loss: 5.09828e-02, Loss0: 1.23344e-03, Loss_b: 4.30338e-05, Loss_f: 3.13856e-02, Loss_prev: 1.83207e-02
Iter: 10900, Loss: 4.36447e-02, Loss0: 1.32152e-03, Loss_b: 5.02495e-05, Loss_f: 2.88593e-02, Loss_prev: 1.34136e-02
Iter: 11000, Loss: 3.73972e-02, Loss0: 9.51983e-04, Loss_b: 5.63423e-05, Loss_f: 2.49619e-02, Loss_prev: 1.14270e-02
Iter: 11100, Loss: 3.27769e-02, Loss0: 9.65049e-04, Loss_b: 5.26658e-05, Loss_f: 2.20735e-02, Loss_prev: 9.68575e-03
Iter: 11200, Loss: 2.85176e-02, Loss0: 8.22816e-04, Loss_b: 6.80462e-05, Loss_f: 1.92276e-02, Loss_prev: 8.39921e-03
Iter: 11300, Loss: 2.51511e-02, Loss0: 6.32618e-04, Loss_b: 5.45321e-05, Loss_f: 1.68285e-02, Loss_prev: 7.63544e-03
Iter: 11400, Loss: 2.23762e-02, Loss0: 4.55498e-04, Loss_b: 2.52090e-05, Loss_f: 1.54964e-02, Loss_prev: 6.39910e-03
Iter: 11500, Loss: 1.96708e-02, Loss0: 3.87077e-04, Loss_b: 3.35616e-05, Loss_f: 1.36420e-02, Loss_prev: 5.60815e-03
Iter: 11600, Loss: 1.80159e-02, Loss0: 4.49442e-04, Loss_b: 2.61153e-05, Loss_f: 1.27756e-02, Loss_prev: 4.76470e-03
Iter: 11700, Loss: 1.63991e-02, Loss0: 4.58974e-04, Loss_b: 2.56475e-05, Loss_f: 1.18889e-02, Loss_prev: 4.02558e-03
Iter: 11800, Loss: 1.52907e-02, Loss0: 5.24432e-04, Loss_b: 2.60574e-05, Loss_f: 1.12287e-02, Loss_prev: 3.51157e-03
Iter: 11900, Loss: 1.40700e-02, Loss0: 3.76988e-04, Loss_b: 1.82753e-05, Loss_f: 1.04828e-02, Loss_prev: 3.19195e-03
Iter: 12000, Loss: 1.31047e-02, Loss0: 3.55894e-04, Loss_b: 1.58704e-05, Loss_f: 9.90752e-03, Loss_prev: 2.82537e-03
Iter: 12100, Loss: 1.21405e-02, Loss0: 3.20140e-04, Loss_b: 1.80477e-05, Loss_f: 9.65426e-03, Loss_prev: 2.14810e-03
Iter: 12200, Loss: 1.15892e-02, Loss0: 3.19834e-04, Loss_b: 2.24090e-05, Loss_f: 9.40076e-03, Loss_prev: 1.84620e-03
Iter: 12300, Loss: 1.10625e-02, Loss0: 3.04798e-04, Loss_b: 3.01183e-05, Loss_f: 9.10529e-03, Loss_prev: 1.62224e-03
Iter: 12400, Loss: 1.04440e-02, Loss0: 2.23536e-04, Loss_b: 4.07299e-05, Loss_f: 8.72632e-03, Loss_prev: 1.45346e-03
Iter: 12500, Loss: 9.84103e-03, Loss0: 2.27509e-04, Loss_b: 3.86347e-05, Loss_f: 8.06357e-03, Loss_prev: 1.51131e-03
Iter: 12600, Loss: 9.29412e-03, Loss0: 1.91806e-04, Loss_b: 3.87889e-05, Loss_f: 7.67438e-03, Loss_prev: 1.38914e-03
Iter: 12700, Loss: 8.81946e-03, Loss0: 2.02510e-04, Loss_b: 4.34941e-05, Loss_f: 7.25451e-03, Loss_prev: 1.31895e-03
Iter: 12800, Loss: 8.34682e-03, Loss0: 2.10875e-04, Loss_b: 4.36912e-05, Loss_f: 6.85662e-03, Loss_prev: 1.23564e-03
Iter: 12900, Loss: 7.90347e-03, Loss0: 1.66655e-04, Loss_b: 3.86601e-05, Loss_f: 6.55289e-03, Loss_prev: 1.14527e-03
Iter: 13000, Loss: 7.50145e-03, Loss0: 1.88612e-04, Loss_b: 3.64511e-05, Loss_f: 6.25022e-03, Loss_prev: 1.02617e-03
Iter: 13100, Loss: 7.07104e-03, Loss0: 1.97568e-04, Loss_b: 3.05071e-05, Loss_f: 6.04258e-03, Loss_prev: 8.00380e-04
Iter: 13200, Loss: 6.66519e-03, Loss0: 1.93227e-04, Loss_b: 3.46262e-05, Loss_f: 5.66655e-03, Loss_prev: 7.70785e-04
Iter: 13300, Loss: 6.28719e-03, Loss0: 1.58944e-04, Loss_b: 3.97641e-05, Loss_f: 5.33156e-03, Loss_prev: 7.56922e-04
Iter: 13400, Loss: 6.03014e-03, Loss0: 1.72780e-04, Loss_b: 4.05589e-05, Loss_f: 5.08233e-03, Loss_prev: 7.34476e-04
Iter: 13500, Loss: 5.72358e-03, Loss0: 1.75711e-04, Loss_b: 3.61039e-05, Loss_f: 4.82838e-03, Loss_prev: 6.83380e-04
Iter: 13600, Loss: 5.42362e-03, Loss0: 1.91198e-04, Loss_b: 3.04526e-05, Loss_f: 4.62891e-03, Loss_prev: 5.73053e-04
Iter: 13700, Loss: 5.17589e-03, Loss0: 2.17467e-04, Loss_b: 2.82464e-05, Loss_f: 4.43606e-03, Loss_prev: 4.94117e-04
Iter: 13800, Loss: 4.94909e-03, Loss0: 2.29194e-04, Loss_b: 2.88379e-05, Loss_f: 4.28274e-03, Loss_prev: 4.08319e-04
Iter: 13900, Loss: 4.71007e-03, Loss0: 2.14642e-04, Loss_b: 2.61855e-05, Loss_f: 4.11220e-03, Loss_prev: 3.57045e-04
Iter: 14000, Loss: 4.48200e-03, Loss0: 1.99455e-04, Loss_b: 2.30208e-05, Loss_f: 3.96099e-03, Loss_prev: 2.98533e-04
Iter: 14100, Loss: 4.26823e-03, Loss0: 1.98038e-04, Loss_b: 2.12662e-05, Loss_f: 3.78473e-03, Loss_prev: 2.64187e-04
Iter: 14200, Loss: 4.01761e-03, Loss0: 1.77612e-04, Loss_b: 2.24571e-05, Loss_f: 3.59830e-03, Loss_prev: 2.19247e-04
Iter: 14300, Loss: 3.83567e-03, Loss0: 1.61004e-04, Loss_b: 2.25652e-05, Loss_f: 3.43064e-03, Loss_prev: 2.21458e-04
Iter: 14400, Loss: 3.65461e-03, Loss0: 1.47585e-04, Loss_b: 1.94636e-05, Loss_f: 3.26814e-03, Loss_prev: 2.19424e-04
Iter: 14500, Loss: 3.48451e-03, Loss0: 1.42351e-04, Loss_b: 1.82748e-05, Loss_f: 3.11806e-03, Loss_prev: 2.05825e-04
Iter: 14600, Loss: 3.34361e-03, Loss0: 1.47027e-04, Loss_b: 1.79442e-05, Loss_f: 2.98511e-03, Loss_prev: 1.93535e-04
Iter: 14700, Loss: 3.19687e-03, Loss0: 1.49589e-04, Loss_b: 1.65304e-05, Loss_f: 2.84975e-03, Loss_prev: 1.80999e-04
Iter: 14800, Loss: 3.06248e-03, Loss0: 1.36777e-04, Loss_b: 1.73945e-05, Loss_f: 2.74431e-03, Loss_prev: 1.63997e-04
Iter: 14900, Loss: 2.96460e-03, Loss0: 1.42792e-04, Loss_b: 1.84060e-05, Loss_f: 2.65019e-03, Loss_prev: 1.53217e-04
Iter: 15000, Loss: 2.84946e-03, Loss0: 1.36999e-04, Loss_b: 1.80821e-05, Loss_f: 2.55325e-03, Loss_prev: 1.41121e-04
Iter: 15100, Loss: 2.75113e-03, Loss0: 1.33910e-04, Loss_b: 1.66555e-05, Loss_f: 2.46836e-03, Loss_prev: 1.32205e-04
Iter: 15200, Loss: 2.65149e-03, Loss0: 1.25650e-04, Loss_b: 1.65082e-05, Loss_f: 2.36358e-03, Loss_prev: 1.45750e-04
Iter: 15300, Loss: 2.56742e-03, Loss0: 1.20370e-04, Loss_b: 1.63186e-05, Loss_f: 2.29547e-03, Loss_prev: 1.35260e-04
Iter: 15400, Loss: 2.48423e-03, Loss0: 1.15778e-04, Loss_b: 1.62939e-05, Loss_f: 2.22052e-03, Loss_prev: 1.31639e-04
Iter: 15500, Loss: 2.39775e-03, Loss0: 1.11361e-04, Loss_b: 1.64007e-05, Loss_f: 2.15706e-03, Loss_prev: 1.12938e-04
Iter: 15600, Loss: 2.31596e-03, Loss0: 1.08615e-04, Loss_b: 1.68742e-05, Loss_f: 2.07344e-03, Loss_prev: 1.17033e-04
Iter: 15700, Loss: 2.23984e-03, Loss0: 1.04044e-04, Loss_b: 1.72048e-05, Loss_f: 1.99721e-03, Loss_prev: 1.21378e-04
Iter: 15800, Loss: 2.18755e-03, Loss0: 1.03006e-04, Loss_b: 1.68572e-05, Loss_f: 1.93630e-03, Loss_prev: 1.31390e-04
Iter: 15900, Loss: 2.12203e-03, Loss0: 1.01473e-04, Loss_b: 1.64358e-05, Loss_f: 1.86898e-03, Loss_prev: 1.35137e-04
Iter: 16000, Loss: 2.06005e-03, Loss0: 9.77686e-05, Loss_b: 1.61648e-05, Loss_f: 1.82130e-03, Loss_prev: 1.24822e-04
Iter: 16100, Loss: 1.99729e-03, Loss0: 9.30919e-05, Loss_b: 1.59300e-05, Loss_f: 1.77140e-03, Loss_prev: 1.16868e-04
Iter: 16200, Loss: 1.93626e-03, Loss0: 8.72052e-05, Loss_b: 1.51611e-05, Loss_f: 1.71625e-03, Loss_prev: 1.17644e-04
Iter: 16300, Loss: 1.87749e-03, Loss0: 8.30933e-05, Loss_b: 1.35621e-05, Loss_f: 1.66617e-03, Loss_prev: 1.14666e-04
Iter: 16400, Loss: 1.82969e-03, Loss0: 7.60166e-05, Loss_b: 1.25779e-05, Loss_f: 1.63632e-03, Loss_prev: 1.04779e-04
Iter: 16500, Loss: 1.76648e-03, Loss0: 7.22832e-05, Loss_b: 1.17587e-05, Loss_f: 1.59821e-03, Loss_prev: 8.42244e-05
Iter: 16600, Loss: 1.70791e-03, Loss0: 6.60983e-05, Loss_b: 1.14647e-05, Loss_f: 1.55709e-03, Loss_prev: 7.32568e-05
Iter: 16700, Loss: 1.64829e-03, Loss0: 6.31357e-05, Loss_b: 1.10038e-05, Loss_f: 1.51250e-03, Loss_prev: 6.16510e-05
Iter: 16800, Loss: 1.59693e-03, Loss0: 5.74510e-05, Loss_b: 1.08112e-05, Loss_f: 1.47281e-03, Loss_prev: 5.58620e-05
Iter: 16900, Loss: 1.55069e-03, Loss0: 5.31948e-05, Loss_b: 9.31123e-06, Loss_f: 1.43457e-03, Loss_prev: 5.36111e-05
Iter: 17000, Loss: 1.50957e-03, Loss0: 4.99139e-05, Loss_b: 8.52765e-06, Loss_f: 1.39519e-03, Loss_prev: 5.59390e-05
