Start Training:
Iter: 0, Loss: 2.48198e-02, Loss0: 1.94013e-02, Loss_b: 3.62709e-09, Loss_f: 2.08538e-07, Loss_prev: 5.41823e-03
Iter: 100, Loss: 6.76145e-05, Loss0: 2.95808e-06, Loss_b: 1.44944e-06, Loss_f: 4.74749e-05, Loss_prev: 1.57320e-05
Iter: 200, Loss: 1.67752e-05, Loss0: 7.33728e-07, Loss_b: 3.67282e-07, Loss_f: 1.34470e-05, Loss_prev: 2.22718e-06
Iter: 300, Loss: 6.53543e-06, Loss0: 4.06114e-07, Loss_b: 1.55953e-07, Loss_f: 5.54848e-06, Loss_prev: 4.24880e-07
Iter: 400, Loss: 3.78094e-06, Loss0: 2.77501e-07, Loss_b: 6.56956e-08, Loss_f: 3.28445e-06, Loss_prev: 1.53297e-07
Iter: 500, Loss: 2.63894e-06, Loss0: 2.09602e-07, Loss_b: 2.70602e-08, Loss_f: 2.31007e-06, Loss_prev: 9.22015e-08
Iter: 600, Loss: 2.34980e-06, Loss0: 1.64991e-07, Loss_b: 1.45426e-08, Loss_f: 2.02657e-06, Loss_prev: 1.43699e-07
Iter: 700, Loss: 7.69389e-05, Loss0: 8.58070e-07, Loss_b: 1.84103e-07, Loss_f: 6.65675e-05, Loss_prev: 9.32924e-06
Iter: 800, Loss: 1.81612e-06, Loss0: 1.28179e-07, Loss_b: 8.21352e-09, Loss_f: 1.60618e-06, Loss_prev: 7.35472e-08
Iter: 900, Loss: 2.99862e-06, Loss0: 1.30019e-07, Loss_b: 8.61056e-09, Loss_f: 2.48760e-06, Loss_prev: 3.72390e-07
Iter: 1000, Loss: 3.53391e-06, Loss0: 1.40124e-07, Loss_b: 2.28198e-08, Loss_f: 3.07725e-06, Loss_prev: 2.93717e-07
Iter: 1100, Loss: 2.05542e-05, Loss0: 2.69972e-07, Loss_b: 1.06114e-07, Loss_f: 1.76469e-05, Loss_prev: 2.53121e-06
Iter: 1200, Loss: 1.37712e-05, Loss0: 1.89947e-07, Loss_b: 1.59731e-07, Loss_f: 1.17437e-05, Loss_prev: 1.67784e-06
Iter: 1300, Loss: 2.71810e-06, Loss0: 8.70557e-08, Loss_b: 3.99850e-08, Loss_f: 2.35691e-06, Loss_prev: 2.34156e-07
Iter: 1400, Loss: 9.53259e-06, Loss0: 4.75367e-07, Loss_b: 1.26295e-06, Loss_f: 6.45142e-06, Loss_prev: 1.34285e-06
Iter: 1500, Loss: 1.94337e-04, Loss0: 4.09369e-05, Loss_b: 1.10943e-04, Loss_f: 1.98249e-05, Loss_prev: 2.26324e-05
Iter: 1600, Loss: 1.54331e-05, Loss0: 8.41381e-07, Loss_b: 2.01425e-06, Loss_f: 9.95228e-06, Loss_prev: 2.62523e-06
Iter: 1700, Loss: 5.86637e-06, Loss0: 9.66676e-08, Loss_b: 2.21696e-08, Loss_f: 5.03815e-06, Loss_prev: 7.09387e-07
Iter: 1800, Loss: 1.57930e-05, Loss0: 3.51154e-06, Loss_b: 8.67722e-06, Loss_f: 1.33849e-06, Loss_prev: 2.26576e-06
Iter: 1900, Loss: 4.32102e-05, Loss0: 8.44432e-06, Loss_b: 2.19774e-05, Loss_f: 6.40152e-06, Loss_prev: 6.38692e-06
Iter: 2000, Loss: 8.77007e-06, Loss0: 6.51979e-07, Loss_b: 1.91499e-06, Loss_f: 4.97292e-06, Loss_prev: 1.23019e-06
Iter: 2100, Loss: 1.50582e-05, Loss0: 1.51671e-07, Loss_b: 3.76688e-08, Loss_f: 1.29409e-05, Loss_prev: 1.92791e-06
Iter: 2200, Loss: 8.77630e-07, Loss0: 8.29493e-08, Loss_b: 7.06650e-08, Loss_f: 6.55485e-07, Loss_prev: 6.85309e-08
Iter: 2300, Loss: 3.86172e-06, Loss0: 1.02122e-07, Loss_b: 4.39675e-08, Loss_f: 3.30221e-06, Loss_prev: 4.13416e-07
Iter: 2400, Loss: 1.57420e-05, Loss0: 1.50827e-06, Loss_b: 3.89159e-06, Loss_f: 7.93706e-06, Loss_prev: 2.40503e-06
Iter: 2500, Loss: 2.28670e-05, Loss0: 3.75077e-06, Loss_b: 5.87342e-06, Loss_f: 1.11539e-05, Loss_prev: 2.08891e-06
Iter: 2600, Loss: 1.58126e-05, Loss0: 2.81297e-06, Loss_b: 6.77749e-06, Loss_f: 3.58232e-06, Loss_prev: 2.63986e-06
Iter: 2700, Loss: 8.12380e-06, Loss0: 1.75195e-06, Loss_b: 3.88390e-06, Loss_f: 1.33211e-06, Loss_prev: 1.15584e-06
Iter: 2800, Loss: 1.33709e-04, Loss0: 1.67210e-05, Loss_b: 4.26897e-05, Loss_f: 5.55301e-05, Loss_prev: 1.87687e-05
Iter: 2900, Loss: 1.87854e-05, Loss0: 7.70271e-07, Loss_b: 4.04787e-07, Loss_f: 1.55321e-05, Loss_prev: 2.07821e-06
Iter: 3000, Loss: 1.18001e-05, Loss0: 2.23046e-06, Loss_b: 3.61847e-06, Loss_f: 4.30846e-06, Loss_prev: 1.64269e-06
Iter: 3100, Loss: 4.23550e-05, Loss0: 7.64223e-06, Loss_b: 1.25964e-05, Loss_f: 1.80463e-05, Loss_prev: 4.07005e-06
Iter: 3200, Loss: 2.82749e-05, Loss0: 7.02050e-07, Loss_b: 3.42751e-07, Loss_f: 2.40129e-05, Loss_prev: 3.21726e-06
Iter: 3300, Loss: 1.38877e-04, Loss0: 2.66648e-05, Loss_b: 4.46525e-05, Loss_f: 5.40073e-05, Loss_prev: 1.35521e-05
Iter: 3400, Loss: 3.71750e-05, Loss0: 5.21613e-06, Loss_b: 1.28232e-05, Loss_f: 1.33611e-05, Loss_prev: 5.77459e-06
Iter: 3500, Loss: 2.39975e-04, Loss0: 3.84003e-05, Loss_b: 9.24107e-05, Loss_f: 7.68588e-05, Loss_prev: 3.23051e-05
Iter: 3600, Loss: 1.37342e-04, Loss0: 3.68456e-05, Loss_b: 7.67980e-05, Loss_f: 6.16387e-06, Loss_prev: 1.75345e-05
Iter: 3700, Loss: 1.95935e-05, Loss0: 2.96925e-06, Loss_b: 6.97380e-06, Loss_f: 6.43032e-06, Loss_prev: 3.22009e-06
Iter: 3800, Loss: 3.66105e-05, Loss0: 9.76754e-06, Loss_b: 1.85995e-05, Loss_f: 4.34016e-06, Loss_prev: 3.90329e-06
Iter: 3900, Loss: 3.82767e-05, Loss0: 7.83745e-06, Loss_b: 1.22607e-05, Loss_f: 1.41512e-05, Loss_prev: 4.02737e-06
Iter: 4000, Loss: 2.08672e-06, Loss0: 6.16108e-08, Loss_b: 1.19341e-07, Loss_f: 1.60054e-06, Loss_prev: 3.05227e-07
Iter: 4100, Loss: 3.97225e-05, Loss0: 6.77932e-06, Loss_b: 1.00672e-05, Loss_f: 1.90846e-05, Loss_prev: 3.79136e-06
Iter: 4200, Loss: 2.17587e-05, Loss0: 1.86471e-06, Loss_b: 2.16029e-06, Loss_f: 1.56411e-05, Loss_prev: 2.09260e-06
Iter: 4300, Loss: 9.60271e-06, Loss0: 1.23624e-07, Loss_b: 1.43262e-07, Loss_f: 8.29694e-06, Loss_prev: 1.03889e-06
Iter: 4400, Loss: 3.44999e-05, Loss0: 6.55077e-06, Loss_b: 1.47378e-05, Loss_f: 8.06997e-06, Loss_prev: 5.14137e-06
Iter: 4500, Loss: 9.06715e-07, Loss0: 4.11347e-08, Loss_b: 1.51535e-08, Loss_f: 7.91044e-07, Loss_prev: 5.93835e-08
Iter: 4600, Loss: 2.83584e-05, Loss0: 2.40718e-06, Loss_b: 2.49126e-06, Loss_f: 2.04178e-05, Loss_prev: 3.04222e-06
