Start Training:
Iter: 0, Loss: 3.15044e-02, Loss0: 2.60869e-02, Loss_b: 8.30331e-09, Loss_f: 2.70425e-07, Loss_prev: 5.41717e-03
Iter: 100, Loss: 7.19681e-04, Loss0: 8.43775e-05, Loss_b: 1.76484e-06, Loss_f: 1.81835e-04, Loss_prev: 4.51703e-04
Iter: 200, Loss: 6.44828e-04, Loss0: 7.07332e-05, Loss_b: 1.87552e-06, Loss_f: 1.58356e-04, Loss_prev: 4.13863e-04
Iter: 300, Loss: 5.57701e-04, Loss0: 5.96012e-05, Loss_b: 1.27260e-06, Loss_f: 1.31528e-04, Loss_prev: 3.65299e-04
Iter: 400, Loss: 4.49602e-04, Loss0: 4.59510e-05, Loss_b: 4.34561e-07, Loss_f: 1.07864e-04, Loss_prev: 2.95352e-04
Iter: 500, Loss: 3.35202e-04, Loss0: 3.14324e-05, Loss_b: 2.71659e-07, Loss_f: 9.58788e-05, Loss_prev: 2.07619e-04
Iter: 600, Loss: 2.51434e-04, Loss0: 2.14753e-05, Loss_b: 1.21329e-06, Loss_f: 9.82167e-05, Loss_prev: 1.30529e-04
Iter: 700, Loss: 2.05017e-04, Loss0: 1.62317e-05, Loss_b: 1.34835e-06, Loss_f: 1.02158e-04, Loss_prev: 8.52782e-05
Iter: 800, Loss: 1.78357e-04, Loss0: 1.28708e-05, Loss_b: 9.24168e-07, Loss_f: 1.02994e-04, Loss_prev: 6.15680e-05
Iter: 900, Loss: 1.63141e-04, Loss0: 1.08755e-05, Loss_b: 7.02634e-07, Loss_f: 1.01907e-04, Loss_prev: 4.96557e-05
Iter: 1000, Loss: 1.62263e-04, Loss0: 1.40071e-05, Loss_b: 5.78610e-07, Loss_f: 9.81891e-05, Loss_prev: 4.94881e-05
Iter: 1100, Loss: 1.45773e-04, Loss0: 8.74323e-06, Loss_b: 5.80533e-07, Loss_f: 9.96327e-05, Loss_prev: 3.68167e-05
Iter: 1200, Loss: 1.43241e-04, Loss0: 9.16683e-06, Loss_b: 5.26617e-07, Loss_f: 9.55385e-05, Loss_prev: 3.80088e-05
Iter: 1300, Loss: 1.36705e-04, Loss0: 8.23354e-06, Loss_b: 5.27803e-07, Loss_f: 9.45840e-05, Loss_prev: 3.33593e-05
Iter: 1400, Loss: 1.31029e-04, Loss0: 7.17610e-06, Loss_b: 4.59221e-07, Loss_f: 9.39947e-05, Loss_prev: 2.93985e-05
Iter: 1500, Loss: 1.27793e-04, Loss0: 6.97267e-06, Loss_b: 6.09114e-07, Loss_f: 9.40655e-05, Loss_prev: 2.61460e-05
Iter: 1600, Loss: 1.28269e-04, Loss0: 6.85164e-06, Loss_b: 2.16865e-06, Loss_f: 8.88359e-05, Loss_prev: 3.04124e-05
Iter: 1700, Loss: 1.21305e-04, Loss0: 6.16570e-06, Loss_b: 4.73891e-07, Loss_f: 9.14480e-05, Loss_prev: 2.32179e-05
Iter: 1800, Loss: 1.28771e-04, Loss0: 6.26309e-06, Loss_b: 5.15257e-06, Loss_f: 9.29904e-05, Loss_prev: 2.43653e-05
Iter: 1900, Loss: 1.25632e-04, Loss0: 7.75107e-06, Loss_b: 6.30889e-06, Loss_f: 9.25561e-05, Loss_prev: 1.90158e-05
Iter: 2000, Loss: 1.11225e-04, Loss0: 5.25945e-06, Loss_b: 4.34212e-07, Loss_f: 8.38411e-05, Loss_prev: 2.16900e-05
Iter: 2100, Loss: 1.13176e-04, Loss0: 5.91891e-06, Loss_b: 1.89136e-06, Loss_f: 8.72382e-05, Loss_prev: 1.81280e-05
Iter: 2200, Loss: 1.04866e-04, Loss0: 4.62889e-06, Loss_b: 4.88397e-07, Loss_f: 7.93358e-05, Loss_prev: 2.04128e-05
Iter: 2300, Loss: 1.06070e-04, Loss0: 5.50555e-06, Loss_b: 4.98803e-07, Loss_f: 8.27612e-05, Loss_prev: 1.73046e-05
Iter: 2400, Loss: 1.54408e-04, Loss0: 1.23415e-05, Loss_b: 2.16239e-06, Loss_f: 1.23503e-04, Loss_prev: 1.64016e-05
Iter: 2500, Loss: 9.70992e-05, Loss0: 3.70261e-06, Loss_b: 1.70428e-06, Loss_f: 7.45650e-05, Loss_prev: 1.71273e-05
Iter: 2600, Loss: 2.02798e-04, Loss0: 2.36878e-05, Loss_b: 7.55629e-05, Loss_f: 7.82129e-05, Loss_prev: 2.53341e-05
Iter: 2700, Loss: 4.07928e-04, Loss0: 4.36580e-05, Loss_b: 2.12772e-04, Loss_f: 8.26916e-05, Loss_prev: 6.88064e-05
Iter: 2800, Loss: 2.12781e-04, Loss0: 2.29573e-05, Loss_b: 6.29891e-05, Loss_f: 1.09690e-04, Loss_prev: 1.71449e-05
