Start Training:
Iter: 0, Loss: 3.54945e-01, Loss_0: 7.50213e-02, Loss_1: 4.56843e-02, Loss_b: 2.19190e-01, Loss_f: 1.50503e-02
Iter: 100, Loss: 1.23985e-02, Loss_0: 4.96385e-05, Loss_1: 1.22815e-02, Loss_b: 7.54806e-06, Loss_f: 5.98190e-05
Iter: 200, Loss: 1.05563e-02, Loss_0: 3.07649e-06, Loss_1: 1.03569e-02, Loss_b: 7.42424e-06, Loss_f: 1.88873e-04
Iter: 300, Loss: 9.26393e-03, Loss_0: 2.42255e-07, Loss_1: 8.95126e-03, Loss_b: 1.10948e-05, Loss_f: 3.01337e-04
Iter: 400, Loss: 8.87707e-03, Loss_0: 1.41687e-07, Loss_1: 8.63178e-03, Loss_b: 6.50642e-06, Loss_f: 2.38642e-04
Iter: 500, Loss: 8.63458e-03, Loss_0: 1.57638e-07, Loss_1: 8.39342e-03, Loss_b: 6.95297e-06, Loss_f: 2.34051e-04
Iter: 600, Loss: 8.54324e-03, Loss_0: 3.58192e-06, Loss_1: 8.26973e-03, Loss_b: 2.07378e-05, Loss_f: 2.49190e-04
Iter: 700, Loss: 8.47477e-03, Loss_0: 1.58227e-06, Loss_1: 8.20496e-03, Loss_b: 1.55197e-05, Loss_f: 2.52712e-04
Iter: 800, Loss: 8.38359e-03, Loss_0: 8.43859e-08, Loss_1: 8.12185e-03, Loss_b: 1.80434e-05, Loss_f: 2.43605e-04
Iter: 900, Loss: 8.22407e-03, Loss_0: 2.08000e-07, Loss_1: 7.97646e-03, Loss_b: 1.80931e-05, Loss_f: 2.29312e-04
Iter: 1000, Loss: 7.94946e-03, Loss_0: 2.40355e-06, Loss_1: 7.72706e-03, Loss_b: 9.85128e-06, Loss_f: 2.10142e-04
Iter: 1100, Loss: 8.76544e-03, Loss_0: 2.45917e-04, Loss_1: 7.39000e-03, Loss_b: 9.21807e-04, Loss_f: 2.07714e-04
Iter: 1200, Loss: 6.97875e-03, Loss_0: 3.07389e-06, Loss_1: 6.70771e-03, Loss_b: 1.40165e-05, Loss_f: 2.53946e-04
Iter: 1300, Loss: 6.30910e-03, Loss_0: 1.05562e-05, Loss_1: 5.86675e-03, Loss_b: 1.37689e-04, Loss_f: 2.94106e-04
Iter: 1400, Loss: 4.45370e-03, Loss_0: 7.44836e-07, Loss_1: 4.11994e-03, Loss_b: 2.49236e-05, Loss_f: 3.08092e-04
Iter: 1500, Loss: 3.08919e-03, Loss_0: 4.98376e-06, Loss_1: 2.72500e-03, Loss_b: 8.07073e-06, Loss_f: 3.51130e-04
Iter: 1600, Loss: 2.51618e-03, Loss_0: 6.33982e-06, Loss_1: 2.21155e-03, Loss_b: 9.56604e-06, Loss_f: 2.88722e-04
Iter: 1700, Loss: 2.23313e-03, Loss_0: 2.11644e-05, Loss_1: 1.92920e-03, Loss_b: 2.02004e-05, Loss_f: 2.62567e-04
Iter: 1800, Loss: 1.98407e-03, Loss_0: 4.65696e-06, Loss_1: 1.71507e-03, Loss_b: 1.22235e-05, Loss_f: 2.52118e-04
Iter: 1900, Loss: 3.27621e-03, Loss_0: 1.08041e-04, Loss_1: 1.72809e-03, Loss_b: 1.09048e-03, Loss_f: 3.49602e-04
Iter: 2000, Loss: 1.54170e-03, Loss_0: 2.08043e-06, Loss_1: 1.33633e-03, Loss_b: 2.62467e-06, Loss_f: 2.00664e-04
Iter: 2100, Loss: 1.26730e-03, Loss_0: 1.79634e-06, Loss_1: 1.12927e-03, Loss_b: 5.57183e-06, Loss_f: 1.30665e-04
Iter: 2200, Loss: 1.05734e-03, Loss_0: 1.12956e-06, Loss_1: 9.28240e-04, Loss_b: 1.25549e-06, Loss_f: 1.26717e-04
Iter: 2300, Loss: 8.95567e-04, Loss_0: 3.38926e-06, Loss_1: 7.57711e-04, Loss_b: 2.84196e-06, Loss_f: 1.31625e-04
Iter: 2400, Loss: 7.38297e-04, Loss_0: 5.09811e-07, Loss_1: 6.06110e-04, Loss_b: 1.79096e-06, Loss_f: 1.29886e-04
Iter: 2500, Loss: 7.40482e-04, Loss_0: 5.16629e-05, Loss_1: 5.03011e-04, Loss_b: 2.21024e-05, Loss_f: 1.63706e-04
Iter: 2600, Loss: 5.07923e-04, Loss_0: 2.22920e-07, Loss_1: 3.83774e-04, Loss_b: 1.61775e-06, Loss_f: 1.22309e-04
Iter: 2700, Loss: 4.31832e-04, Loss_0: 1.28200e-07, Loss_1: 3.06196e-04, Loss_b: 1.38895e-06, Loss_f: 1.24119e-04
Iter: 2800, Loss: 1.47817e-03, Loss_0: 1.87820e-04, Loss_1: 3.47986e-04, Loss_b: 7.20643e-04, Loss_f: 2.21724e-04
Iter: 2900, Loss: 3.39820e-04, Loss_0: 8.03068e-08, Loss_1: 2.17121e-04, Loss_b: 1.42942e-06, Loss_f: 1.21190e-04
Iter: 3000, Loss: 3.05118e-04, Loss_0: 7.98751e-08, Loss_1: 1.84027e-04, Loss_b: 1.04301e-06, Loss_f: 1.19968e-04
Iter: 3100, Loss: 8.09636e-04, Loss_0: 1.15051e-05, Loss_1: 2.37511e-04, Loss_b: 3.41516e-04, Loss_f: 2.19104e-04
Iter: 3200, Loss: 2.56877e-04, Loss_0: 2.14957e-07, Loss_1: 1.45843e-04, Loss_b: 6.72070e-07, Loss_f: 1.10148e-04
Iter: 3300, Loss: 2.34844e-04, Loss_0: 1.29432e-07, Loss_1: 1.28814e-04, Loss_b: 5.58325e-07, Loss_f: 1.05342e-04
Iter: 3400, Loss: 2.21159e-04, Loss_0: 9.11255e-08, Loss_1: 1.22213e-04, Loss_b: 6.72154e-07, Loss_f: 9.81822e-05
Iter: 3500, Loss: 2.01669e-04, Loss_0: 1.20128e-07, Loss_1: 1.07911e-04, Loss_b: 3.61280e-07, Loss_f: 9.32767e-05
Iter: 3600, Loss: 1.92957e-04, Loss_0: 6.61297e-07, Loss_1: 1.04585e-04, Loss_b: 2.24176e-07, Loss_f: 8.74858e-05
Iter: 3700, Loss: 1.75929e-04, Loss_0: 2.39495e-07, Loss_1: 9.32821e-05, Loss_b: 2.51963e-07, Loss_f: 8.21555e-05
Iter: 3800, Loss: 2.26855e-04, Loss_0: 2.52834e-05, Loss_1: 1.06694e-04, Loss_b: 4.40859e-07, Loss_f: 9.44370e-05
Iter: 3900, Loss: 1.63556e-03, Loss_0: 7.54122e-05, Loss_1: 2.50760e-04, Loss_b: 9.16376e-04, Loss_f: 3.93014e-04
Iter: 4000, Loss: 2.90827e-04, Loss_0: 2.34246e-05, Loss_1: 9.56055e-05, Loss_b: 5.47669e-05, Loss_f: 1.17030e-04
Iter: 4100, Loss: 9.31056e-04, Loss_0: 5.56026e-05, Loss_1: 1.82555e-04, Loss_b: 5.53752e-04, Loss_f: 1.39147e-04
Iter: 4200, Loss: 1.58266e-04, Loss_0: 4.28136e-07, Loss_1: 9.66797e-05, Loss_b: 1.39408e-07, Loss_f: 6.10193e-05
Iter: 4300, Loss: 1.35298e-04, Loss_0: 4.32491e-08, Loss_1: 7.62198e-05, Loss_b: 1.44359e-07, Loss_f: 5.88902e-05
Iter: 4400, Loss: 1.24157e-04, Loss_0: 1.17036e-07, Loss_1: 6.75826e-05, Loss_b: 1.12275e-07, Loss_f: 5.63449e-05
Iter: 4500, Loss: 9.73519e-04, Loss_0: 1.49411e-06, Loss_1: 1.88223e-04, Loss_b: 4.89986e-04, Loss_f: 2.93815e-04
Iter: 4600, Loss: 1.11514e-04, Loss_0: 2.34925e-07, Loss_1: 6.05954e-05, Loss_b: 7.65287e-08, Loss_f: 5.06075e-05
Iter: 4700, Loss: 1.10731e-04, Loss_0: 3.29246e-07, Loss_1: 6.01353e-05, Loss_b: 6.46920e-08, Loss_f: 5.02017e-05
Iter: 4800, Loss: 1.55733e-04, Loss_0: 3.07838e-06, Loss_1: 6.21667e-05, Loss_b: 2.99022e-05, Loss_f: 6.05861e-05
Iter: 4900, Loss: 2.21589e-04, Loss_0: 2.12218e-06, Loss_1: 8.52228e-05, Loss_b: 6.81183e-05, Loss_f: 6.61256e-05
Iter: 5000, Loss: 1.69489e-04, Loss_0: 4.02298e-06, Loss_1: 5.91376e-05, Loss_b: 3.87775e-05, Loss_f: 6.75506e-05
Iter: 5100, Loss: 1.19213e-04, Loss_0: 1.78728e-06, Loss_1: 5.26786e-05, Loss_b: 1.40727e-05, Loss_f: 5.06740e-05
Iter: 5200, Loss: 1.64912e-04, Loss_0: 5.72852e-06, Loss_1: 5.51028e-05, Loss_b: 3.31609e-05, Loss_f: 7.09202e-05
Iter: 5300, Loss: 8.65978e-05, Loss_0: 2.72995e-07, Loss_1: 4.69778e-05, Loss_b: 4.92219e-07, Loss_f: 3.88548e-05
Iter: 5400, Loss: 1.00259e-04, Loss_0: 3.17439e-06, Loss_1: 4.58840e-05, Loss_b: 2.30516e-06, Loss_f: 4.88951e-05
Iter: 5500, Loss: 1.44537e-04, Loss_0: 3.91420e-06, Loss_1: 5.22627e-05, Loss_b: 3.20027e-05, Loss_f: 5.63574e-05
Iter: 5600, Loss: 2.35718e-04, Loss_0: 5.95409e-06, Loss_1: 6.31409e-05, Loss_b: 9.12166e-05, Loss_f: 7.54063e-05
Iter: 5700, Loss: 9.58247e-05, Loss_0: 3.16226e-06, Loss_1: 4.57022e-05, Loss_b: 2.71709e-06, Loss_f: 4.42432e-05
Iter: 5800, Loss: 1.27611e-04, Loss_0: 1.38164e-06, Loss_1: 4.89782e-05, Loss_b: 3.22719e-05, Loss_f: 4.49795e-05
Iter: 5900, Loss: 1.19775e-04, Loss_0: 7.98158e-06, Loss_1: 4.06419e-05, Loss_b: 7.28781e-06, Loss_f: 6.38638e-05
Iter: 6000, Loss: 9.17531e-05, Loss_0: 4.22659e-06, Loss_1: 3.75117e-05, Loss_b: 5.38264e-07, Loss_f: 4.94766e-05
Iter: 6100, Loss: 3.51970e-04, Loss_0: 2.00928e-05, Loss_1: 6.28443e-05, Loss_b: 1.06984e-04, Loss_f: 1.62049e-04
Iter: 6200, Loss: 2.76411e-04, Loss_0: 9.41924e-07, Loss_1: 7.12004e-05, Loss_b: 1.34471e-04, Loss_f: 6.97970e-05
Iter: 6300, Loss: 9.64021e-05, Loss_0: 1.29839e-06, Loss_1: 3.99200e-05, Loss_b: 1.66622e-05, Loss_f: 3.85215e-05
Iter: 6400, Loss: 1.19649e-04, Loss_0: 3.22727e-07, Loss_1: 4.72824e-05, Loss_b: 3.61488e-05, Loss_f: 3.58946e-05
Iter: 6500, Loss: 7.25898e-04, Loss_0: 2.27654e-05, Loss_1: 9.62860e-05, Loss_b: 3.25155e-04, Loss_f: 2.81691e-04
Iter: 6600, Loss: 7.62146e-05, Loss_0: 6.85155e-08, Loss_1: 3.35557e-05, Loss_b: 1.10975e-05, Loss_f: 3.14929e-05
Iter: 6700, Loss: 1.07527e-04, Loss_0: 1.20745e-06, Loss_1: 3.72266e-05, Loss_b: 2.76762e-05, Loss_f: 4.14163e-05
Iter: 6800, Loss: 2.23500e-04, Loss_0: 4.86938e-07, Loss_1: 5.98322e-05, Loss_b: 1.00406e-04, Loss_f: 6.27756e-05
Iter: 6900, Loss: 8.31178e-05, Loss_0: 1.55533e-06, Loss_1: 3.33512e-05, Loss_b: 1.20769e-05, Loss_f: 3.61344e-05
Iter: 7000, Loss: 8.26121e-05, Loss_0: 3.34666e-06, Loss_1: 3.09827e-05, Loss_b: 5.42384e-06, Loss_f: 4.28589e-05
Iter: 7100, Loss: 1.68301e-04, Loss_0: 1.17258e-05, Loss_1: 4.05842e-05, Loss_b: 1.79902e-05, Loss_f: 9.80006e-05
Iter: 7200, Loss: 1.13525e-04, Loss_0: 7.35646e-06, Loss_1: 3.46429e-05, Loss_b: 3.60285e-06, Loss_f: 6.79223e-05
Iter: 7300, Loss: 8.36111e-05, Loss_0: 4.94518e-06, Loss_1: 2.71641e-05, Loss_b: 2.22419e-07, Loss_f: 5.12794e-05
Iter: 7400, Loss: 5.32445e-05, Loss_0: 3.11977e-07, Loss_1: 2.75515e-05, Loss_b: 2.72966e-07, Loss_f: 2.51081e-05
Iter: 7500, Loss: 2.86965e-04, Loss_0: 1.60393e-06, Loss_1: 5.29899e-05, Loss_b: 1.43071e-04, Loss_f: 8.93004e-05
Iter: 7600, Loss: 5.59223e-05, Loss_0: 1.16049e-06, Loss_1: 2.89727e-05, Loss_b: 1.17604e-07, Loss_f: 2.56715e-05
Iter: 7700, Loss: 8.78045e-05, Loss_0: 1.71419e-07, Loss_1: 3.56726e-05, Loss_b: 2.36793e-05, Loss_f: 2.82812e-05
Iter: 7800, Loss: 1.12245e-04, Loss_0: 3.61508e-06, Loss_1: 3.28496e-05, Loss_b: 1.69000e-05, Loss_f: 5.88803e-05
Iter: 7900, Loss: 1.68179e-04, Loss_0: 3.96750e-06, Loss_1: 3.53866e-05, Loss_b: 5.38522e-05, Loss_f: 7.49726e-05
Iter: 8000, Loss: 9.62491e-05, Loss_0: 1.47980e-06, Loss_1: 3.40821e-05, Loss_b: 2.23699e-05, Loss_f: 3.83173e-05
Iter: 8100, Loss: 2.09347e-04, Loss_0: 1.07825e-05, Loss_1: 3.64971e-05, Loss_b: 5.87459e-05, Loss_f: 1.03321e-04
Iter: 8200, Loss: 9.57600e-05, Loss_0: 1.75604e-06, Loss_1: 2.97658e-05, Loss_b: 9.79523e-06, Loss_f: 5.44429e-05
Iter: 8300, Loss: 1.88128e-04, Loss_0: 4.40243e-06, Loss_1: 3.46095e-05, Loss_b: 7.04848e-05, Loss_f: 7.86314e-05
Iter: 8400, Loss: 1.00980e-04, Loss_0: 2.97665e-07, Loss_1: 3.32321e-05, Loss_b: 3.41116e-05, Loss_f: 3.33387e-05
Iter: 8500, Loss: 7.22393e-05, Loss_0: 3.31360e-06, Loss_1: 2.73849e-05, Loss_b: 5.70104e-07, Loss_f: 4.09707e-05
Iter: 8600, Loss: 1.31774e-04, Loss_0: 8.09890e-06, Loss_1: 2.42946e-05, Loss_b: 1.49885e-05, Loss_f: 8.43919e-05
Iter: 8700, Loss: 4.65851e-05, Loss_0: 7.99960e-07, Loss_1: 2.16047e-05, Loss_b: 5.08223e-07, Loss_f: 2.36723e-05
Iter: 8800, Loss: 4.39903e-05, Loss_0: 4.35782e-07, Loss_1: 2.38070e-05, Loss_b: 9.70639e-07, Loss_f: 1.87769e-05
Iter: 8900, Loss: 8.84000e-05, Loss_0: 5.30611e-06, Loss_1: 2.28589e-05, Loss_b: 5.78431e-06, Loss_f: 5.44507e-05
Iter: 9000, Loss: 5.40258e-05, Loss_0: 5.33391e-07, Loss_1: 2.31740e-05, Loss_b: 7.81735e-06, Loss_f: 2.25010e-05
Iter: 9100, Loss: 1.94834e-04, Loss_0: 8.81955e-06, Loss_1: 3.22648e-05, Loss_b: 3.49527e-05, Loss_f: 1.18797e-04
Iter: 9200, Loss: 2.09113e-04, Loss_0: 6.35551e-06, Loss_1: 3.56791e-05, Loss_b: 5.95710e-05, Loss_f: 1.07507e-04
Iter: 9300, Loss: 9.51654e-05, Loss_0: 6.09478e-07, Loss_1: 2.54607e-05, Loss_b: 3.00490e-05, Loss_f: 3.90463e-05
Iter: 9400, Loss: 8.25042e-05, Loss_0: 1.81378e-06, Loss_1: 2.39748e-05, Loss_b: 1.83950e-05, Loss_f: 3.83206e-05
Iter: 9500, Loss: 3.92261e-05, Loss_0: 3.54486e-07, Loss_1: 2.07890e-05, Loss_b: 8.85578e-07, Loss_f: 1.71971e-05
Iter: 9600, Loss: 4.03204e-05, Loss_0: 2.79365e-07, Loss_1: 2.21339e-05, Loss_b: 1.28703e-06, Loss_f: 1.66201e-05
Iter: 9700, Loss: 2.17029e-04, Loss_0: 8.71871e-06, Loss_1: 3.29719e-05, Loss_b: 4.63998e-05, Loss_f: 1.28939e-04
Iter: 9800, Loss: 2.69472e-04, Loss_0: 8.73656e-06, Loss_1: 3.94995e-05, Loss_b: 1.01168e-04, Loss_f: 1.20068e-04
Iter: 9900, Loss: 4.41111e-05, Loss_0: 2.90329e-07, Loss_1: 2.08738e-05, Loss_b: 5.70597e-06, Loss_f: 1.72410e-05
Iter: 10000, Loss: 3.38944e-04, Loss_0: 1.43906e-06, Loss_1: 5.09504e-05, Loss_b: 1.69050e-04, Loss_f: 1.17504e-04
Iter: 10100, Loss: 8.09212e-05, Loss_0: 2.46540e-06, Loss_1: 2.61099e-05, Loss_b: 1.55298e-05, Loss_f: 3.68160e-05
Iter: 10200, Loss: 1.44452e-04, Loss_0: 5.34117e-06, Loss_1: 2.56002e-05, Loss_b: 2.27969e-05, Loss_f: 9.07138e-05
Iter: 10300, Loss: 5.57863e-05, Loss_0: 1.56819e-06, Loss_1: 1.73569e-05, Loss_b: 3.76906e-06, Loss_f: 3.30921e-05
Iter: 10400, Loss: 8.39764e-05, Loss_0: 1.10945e-06, Loss_1: 2.24088e-05, Loss_b: 2.37418e-05, Loss_f: 3.67163e-05
Iter: 10500, Loss: 3.41926e-04, Loss_0: 9.49228e-06, Loss_1: 4.30197e-05, Loss_b: 1.11495e-04, Loss_f: 1.77919e-04
Iter: 10600, Loss: 4.04450e-05, Loss_0: 3.38344e-07, Loss_1: 1.79372e-05, Loss_b: 4.24932e-06, Loss_f: 1.79201e-05
Iter: 10700, Loss: 1.31217e-04, Loss_0: 3.89197e-06, Loss_1: 3.40191e-05, Loss_b: 2.67238e-05, Loss_f: 6.65821e-05
Iter: 10800, Loss: 6.28403e-05, Loss_0: 7.85640e-08, Loss_1: 1.96763e-05, Loss_b: 1.91848e-05, Loss_f: 2.39006e-05
Iter: 10900, Loss: 3.34453e-04, Loss_0: 1.68216e-05, Loss_1: 3.54327e-05, Loss_b: 8.97922e-05, Loss_f: 1.92406e-04
Iter: 11000, Loss: 4.92849e-05, Loss_0: 7.00486e-08, Loss_1: 1.95001e-05, Loss_b: 5.37429e-06, Loss_f: 2.43405e-05
Iter: 11100, Loss: 2.71127e-04, Loss_0: 4.93812e-06, Loss_1: 4.66742e-05, Loss_b: 1.22539e-04, Loss_f: 9.69752e-05
Iter: 11200, Loss: 8.38267e-05, Loss_0: 2.65665e-06, Loss_1: 2.01049e-05, Loss_b: 9.94452e-06, Loss_f: 5.11206e-05
Iter: 11300, Loss: 5.22108e-05, Loss_0: 2.56448e-07, Loss_1: 1.94196e-05, Loss_b: 8.31541e-06, Loss_f: 2.42194e-05
Iter: 11400, Loss: 4.34422e-05, Loss_0: 9.62965e-07, Loss_1: 1.99034e-05, Loss_b: 8.01040e-07, Loss_f: 2.17747e-05
Iter: 11500, Loss: 7.19632e-05, Loss_0: 2.44471e-06, Loss_1: 1.60726e-05, Loss_b: 7.73093e-06, Loss_f: 4.57149e-05
Iter: 11600, Loss: 3.15530e-05, Loss_0: 1.38862e-07, Loss_1: 1.64168e-05, Loss_b: 1.93898e-06, Loss_f: 1.30584e-05
Iter: 11700, Loss: 9.37880e-05, Loss_0: 5.11711e-06, Loss_1: 2.51749e-05, Loss_b: 2.59814e-05, Loss_f: 3.75145e-05
Iter: 11800, Loss: 1.83239e-04, Loss_0: 3.55448e-06, Loss_1: 2.71731e-05, Loss_b: 5.50845e-05, Loss_f: 9.74272e-05
Iter: 11900, Loss: 1.03652e-04, Loss_0: 1.00813e-06, Loss_1: 2.30441e-05, Loss_b: 3.51825e-05, Loss_f: 4.44171e-05
Iter: 12000, Loss: 7.81707e-05, Loss_0: 1.09717e-06, Loss_1: 1.85090e-05, Loss_b: 1.71287e-05, Loss_f: 4.14358e-05
Iter: 12100, Loss: 3.64684e-05, Loss_0: 8.32875e-07, Loss_1: 1.45379e-05, Loss_b: 2.11901e-06, Loss_f: 1.89786e-05
Iter: 12200, Loss: 9.73165e-05, Loss_0: 2.30565e-06, Loss_1: 1.90643e-05, Loss_b: 2.61460e-05, Loss_f: 4.98006e-05
Iter: 12300, Loss: 1.05332e-04, Loss_0: 1.22901e-06, Loss_1: 1.95270e-05, Loss_b: 4.44459e-06, Loss_f: 8.01317e-05
Iter: 12400, Loss: 7.58975e-05, Loss_0: 1.80444e-06, Loss_1: 1.87868e-05, Loss_b: 1.04964e-05, Loss_f: 4.48099e-05
Iter: 12500, Loss: 6.51079e-05, Loss_0: 1.52745e-06, Loss_1: 2.18007e-05, Loss_b: 1.06795e-05, Loss_f: 3.11002e-05
Iter: 12600, Loss: 2.69892e-05, Loss_0: 1.95584e-08, Loss_1: 1.49082e-05, Loss_b: 8.74101e-07, Loss_f: 1.11874e-05
Iter: 12700, Loss: 3.23236e-05, Loss_0: 1.96506e-07, Loss_1: 1.42791e-05, Loss_b: 3.52052e-06, Loss_f: 1.43275e-05
Iter: 12800, Loss: 5.36256e-05, Loss_0: 1.55096e-06, Loss_1: 1.37674e-05, Loss_b: 4.91881e-06, Loss_f: 3.33885e-05
Iter: 12900, Loss: 4.01416e-05, Loss_0: 9.56835e-07, Loss_1: 1.55249e-05, Loss_b: 3.51155e-08, Loss_f: 2.36248e-05
Iter: 13000, Loss: 5.60502e-05, Loss_0: 3.86513e-07, Loss_1: 1.75207e-05, Loss_b: 1.43036e-05, Loss_f: 2.38394e-05
Iter: 13100, Loss: 1.29878e-04, Loss_0: 2.53988e-06, Loss_1: 2.19961e-05, Loss_b: 3.72819e-05, Loss_f: 6.80602e-05
Iter: 13200, Loss: 9.62934e-05, Loss_0: 9.11885e-08, Loss_1: 2.06482e-05, Loss_b: 3.90936e-05, Loss_f: 3.64604e-05
Iter: 13300, Loss: 6.79035e-05, Loss_0: 8.39758e-07, Loss_1: 2.10141e-05, Loss_b: 1.98133e-05, Loss_f: 2.62363e-05
Iter: 13400, Loss: 1.89832e-04, Loss_0: 3.59991e-06, Loss_1: 2.51809e-05, Loss_b: 5.15214e-05, Loss_f: 1.09530e-04
Iter: 13500, Loss: 3.27958e-05, Loss_0: 6.41047e-08, Loss_1: 1.35218e-05, Loss_b: 5.25699e-06, Loss_f: 1.39530e-05
Iter: 13600, Loss: 2.23337e-05, Loss_0: 5.92749e-08, Loss_1: 1.31119e-05, Loss_b: 1.47531e-07, Loss_f: 9.01497e-06
Iter: 13700, Loss: 4.88855e-05, Loss_0: 5.57197e-06, Loss_1: 1.38390e-05, Loss_b: 3.90718e-06, Loss_f: 2.55673e-05
Iter: 13800, Loss: 2.99739e-05, Loss_0: 2.29512e-07, Loss_1: 1.20369e-05, Loss_b: 1.25940e-06, Loss_f: 1.64482e-05
Iter: 13900, Loss: 3.24815e-05, Loss_0: 6.13279e-07, Loss_1: 1.19139e-05, Loss_b: 7.36672e-08, Loss_f: 1.98806e-05
Iter: 14000, Loss: 3.00759e-05, Loss_0: 1.53185e-06, Loss_1: 1.38549e-05, Loss_b: 2.49804e-06, Loss_f: 1.21911e-05
Iter: 14100, Loss: 2.22791e-05, Loss_0: 4.67340e-08, Loss_1: 1.22387e-05, Loss_b: 2.72026e-07, Loss_f: 9.72160e-06
Iter: 14200, Loss: 1.46264e-04, Loss_0: 8.19686e-08, Loss_1: 3.07876e-05, Loss_b: 5.64080e-05, Loss_f: 5.89861e-05
Iter: 14300, Loss: 4.35097e-05, Loss_0: 5.90180e-07, Loss_1: 1.19462e-05, Loss_b: 1.27528e-06, Loss_f: 2.96980e-05
Iter: 14400, Loss: 2.09302e-05, Loss_0: 3.68603e-07, Loss_1: 1.16167e-05, Loss_b: 3.90472e-08, Loss_f: 8.90583e-06
Iter: 14500, Loss: 7.69898e-05, Loss_0: 4.23074e-09, Loss_1: 1.85852e-05, Loss_b: 2.26354e-05, Loss_f: 3.57651e-05
Iter: 14600, Loss: 2.98098e-05, Loss_0: 5.92307e-08, Loss_1: 1.22492e-05, Loss_b: 5.02418e-06, Loss_f: 1.24772e-05
Iter: 14700, Loss: 2.79438e-05, Loss_0: 3.85897e-08, Loss_1: 1.18294e-05, Loss_b: 4.32917e-06, Loss_f: 1.17466e-05
Iter: 14800, Loss: 3.77938e-05, Loss_0: 2.78446e-06, Loss_1: 1.17652e-05, Loss_b: 4.02068e-07, Loss_f: 2.28420e-05
Iter: 14900, Loss: 2.43470e-04, Loss_0: 7.93631e-07, Loss_1: 2.98215e-05, Loss_b: 6.72366e-05, Loss_f: 1.45618e-04
Iter: 15000, Loss: 1.84223e-04, Loss_0: 5.67715e-06, Loss_1: 2.53341e-05, Loss_b: 5.75728e-05, Loss_f: 9.56385e-05
Iter: 15100, Loss: 2.63389e-05, Loss_0: 1.63061e-07, Loss_1: 1.18112e-05, Loss_b: 2.64400e-06, Loss_f: 1.17206e-05
Iter: 15200, Loss: 2.49392e-04, Loss_0: 2.62173e-06, Loss_1: 4.17221e-05, Loss_b: 1.09920e-04, Loss_f: 9.51278e-05
Iter: 15300, Loss: 4.18812e-05, Loss_0: 8.99261e-07, Loss_1: 1.24146e-05, Loss_b: 5.60663e-06, Loss_f: 2.29607e-05
Iter: 15400, Loss: 6.38857e-05, Loss_0: 2.31697e-07, Loss_1: 1.71695e-05, Loss_b: 1.80799e-05, Loss_f: 2.84046e-05
Iter: 15500, Loss: 5.08464e-05, Loss_0: 1.28085e-06, Loss_1: 1.26479e-05, Loss_b: 5.14393e-06, Loss_f: 3.17738e-05
Iter: 15600, Loss: 2.14368e-05, Loss_0: 9.74701e-07, Loss_1: 1.23548e-05, Loss_b: 3.26836e-07, Loss_f: 7.78054e-06
Iter: 15700, Loss: 3.51928e-05, Loss_0: 7.04754e-07, Loss_1: 1.15975e-05, Loss_b: 5.17912e-07, Loss_f: 2.23726e-05
Iter: 15800, Loss: 3.76144e-05, Loss_0: 7.70619e-07, Loss_1: 1.54513e-05, Loss_b: 8.01860e-06, Loss_f: 1.33740e-05
Iter: 15900, Loss: 2.08033e-05, Loss_0: 7.25431e-08, Loss_1: 1.11680e-05, Loss_b: 7.21726e-08, Loss_f: 9.49054e-06
Iter: 16000, Loss: 2.06779e-05, Loss_0: 7.47463e-09, Loss_1: 9.89150e-06, Loss_b: 7.76716e-07, Loss_f: 1.00022e-05
Iter: 16100, Loss: 2.57237e-05, Loss_0: 6.63313e-07, Loss_1: 1.19122e-05, Loss_b: 3.59415e-07, Loss_f: 1.27888e-05
Iter: 16200, Loss: 4.66346e-05, Loss_0: 4.23595e-07, Loss_1: 1.33754e-05, Loss_b: 1.14586e-05, Loss_f: 2.13770e-05
Iter: 16300, Loss: 1.23259e-04, Loss_0: 3.40810e-06, Loss_1: 2.56340e-05, Loss_b: 4.06568e-05, Loss_f: 5.35602e-05
Iter: 16400, Loss: 2.36358e-05, Loss_0: 2.47551e-07, Loss_1: 9.83716e-06, Loss_b: 1.46903e-06, Loss_f: 1.20821e-05
Iter: 16500, Loss: 3.10673e-05, Loss_0: 1.05115e-06, Loss_1: 1.05373e-05, Loss_b: 1.14972e-06, Loss_f: 1.83292e-05
