Start Training:
Iter: 0, Loss: 9.45807e-03, Loss0: 8.50078e-03, Loss_b: 1.30153e-08, Loss_f: 9.87518e-07, Loss_prev: 9.56280e-04
Iter: 100, Loss: 4.04591e-04, Loss0: 6.22936e-05, Loss_b: 1.55384e-06, Loss_f: 1.30604e-04, Loss_prev: 2.10139e-04
Iter: 200, Loss: 2.76886e-04, Loss0: 4.64508e-05, Loss_b: 5.26125e-07, Loss_f: 7.60977e-05, Loss_prev: 1.53812e-04
Iter: 300, Loss: 2.35645e-04, Loss0: 4.30166e-05, Loss_b: 2.97543e-07, Loss_f: 6.27628e-05, Loss_prev: 1.29569e-04
Iter: 400, Loss: 2.13541e-04, Loss0: 3.97873e-05, Loss_b: 1.62707e-07, Loss_f: 5.31550e-05, Loss_prev: 1.20436e-04
Iter: 500, Loss: 1.99938e-04, Loss0: 3.67121e-05, Loss_b: 9.05955e-08, Loss_f: 4.63235e-05, Loss_prev: 1.16811e-04
Iter: 600, Loss: 1.91418e-04, Loss0: 3.42402e-05, Loss_b: 4.42582e-08, Loss_f: 4.18374e-05, Loss_prev: 1.15296e-04
Iter: 700, Loss: 1.85870e-04, Loss0: 3.23372e-05, Loss_b: 1.91209e-08, Loss_f: 3.89486e-05, Loss_prev: 1.14565e-04
Iter: 800, Loss: 1.81941e-04, Loss0: 3.08617e-05, Loss_b: 1.03368e-08, Loss_f: 3.70220e-05, Loss_prev: 1.14047e-04
Iter: 900, Loss: 1.78847e-04, Loss0: 2.96860e-05, Loss_b: 1.17583e-08, Loss_f: 3.56425e-05, Loss_prev: 1.13507e-04
Iter: 1000, Loss: 3.89393e-04, Loss0: 4.89603e-05, Loss_b: 4.63011e-05, Loss_f: 2.04696e-04, Loss_prev: 8.94355e-05
Iter: 1100, Loss: 2.04786e-04, Loss0: 2.69309e-05, Loss_b: 5.34739e-06, Loss_f: 7.12753e-05, Loss_prev: 1.01232e-04
Iter: 1200, Loss: 2.19695e-04, Loss0: 3.44373e-05, Loss_b: 8.56414e-06, Loss_f: 3.78553e-05, Loss_prev: 1.38838e-04
Iter: 1300, Loss: 2.09409e-04, Loss0: 2.64649e-05, Loss_b: 7.80339e-06, Loss_f: 7.53010e-05, Loss_prev: 9.98400e-05
Iter: 1400, Loss: 2.84271e-04, Loss0: 4.07284e-05, Loss_b: 2.12616e-05, Loss_f: 6.57871e-05, Loss_prev: 1.56494e-04
Iter: 1500, Loss: 3.31217e-04, Loss0: 3.44215e-05, Loss_b: 4.12801e-05, Loss_f: 1.60824e-04, Loss_prev: 9.46908e-05
Iter: 1600, Loss: 4.35000e-04, Loss0: 5.58248e-05, Loss_b: 5.46142e-05, Loss_f: 1.34548e-04, Loss_prev: 1.90014e-04
Iter: 1700, Loss: 2.67633e-04, Loss0: 2.80840e-05, Loss_b: 2.54587e-05, Loss_f: 1.16238e-04, Loss_prev: 9.78521e-05
Iter: 1800, Loss: 1.67543e-04, Loss0: 2.29627e-05, Loss_b: 1.62202e-06, Loss_f: 2.26308e-05, Loss_prev: 1.20327e-04
Iter: 1900, Loss: 1.77640e-04, Loss0: 2.54818e-05, Loss_b: 4.60182e-06, Loss_f: 2.36465e-05, Loss_prev: 1.23910e-04
Iter: 2000, Loss: 2.53447e-04, Loss0: 2.84116e-05, Loss_b: 2.65573e-05, Loss_f: 1.05515e-04, Loss_prev: 9.29626e-05
Iter: 2100, Loss: 4.34197e-04, Loss0: 5.26728e-05, Loss_b: 6.57481e-05, Loss_f: 1.30745e-04, Loss_prev: 1.85031e-04
Iter: 2200, Loss: 3.73271e-04, Loss0: 3.82228e-05, Loss_b: 6.87220e-05, Loss_f: 1.71476e-04, Loss_prev: 9.48494e-05
Iter: 2300, Loss: 2.87250e-04, Loss0: 3.41991e-05, Loss_b: 3.60818e-05, Loss_f: 6.04012e-05, Loss_prev: 1.56568e-04
Iter: 2400, Loss: 2.22230e-04, Loss0: 2.39890e-05, Loss_b: 1.93307e-05, Loss_f: 8.47383e-05, Loss_prev: 9.41721e-05
Iter: 2500, Loss: 2.30325e-04, Loss0: 2.69361e-05, Loss_b: 2.26387e-05, Loss_f: 3.95194e-05, Loss_prev: 1.41231e-04
Iter: 2600, Loss: 2.90818e-04, Loss0: 3.03663e-05, Loss_b: 4.42781e-05, Loss_f: 1.25249e-04, Loss_prev: 9.09251e-05
Iter: 2700, Loss: 4.64124e-04, Loss0: 5.26431e-05, Loss_b: 8.87038e-05, Loss_f: 1.37124e-04, Loss_prev: 1.85653e-04
Iter: 2800, Loss: 2.60840e-04, Loss0: 2.75322e-05, Loss_b: 3.64036e-05, Loss_f: 1.09936e-04, Loss_prev: 8.69679e-05
Iter: 2900, Loss: 1.46057e-04, Loss0: 1.80285e-05, Loss_b: 9.74612e-08, Loss_f: 2.55731e-05, Loss_prev: 1.02358e-04
Iter: 3000, Loss: 4.34349e-04, Loss0: 4.73716e-05, Loss_b: 8.60684e-05, Loss_f: 1.23562e-04, Loss_prev: 1.77348e-04
Iter: 3100, Loss: 1.75841e-04, Loss0: 1.89617e-05, Loss_b: 1.03836e-05, Loss_f: 5.83780e-05, Loss_prev: 8.81180e-05
Iter: 3200, Loss: 3.34723e-04, Loss0: 3.50281e-05, Loss_b: 6.89243e-05, Loss_f: 1.44810e-04, Loss_prev: 8.59602e-05
Iter: 3300, Loss: 3.13662e-04, Loss0: 3.22817e-05, Loss_b: 4.85269e-05, Loss_f: 8.29988e-05, Loss_prev: 1.49854e-04
Iter: 3400, Loss: 1.49257e-04, Loss0: 1.66596e-05, Loss_b: 2.74455e-06, Loss_f: 2.42490e-05, Loss_prev: 1.05604e-04
Iter: 3500, Loss: 2.79463e-04, Loss0: 2.91227e-05, Loss_b: 4.55505e-05, Loss_f: 1.25445e-04, Loss_prev: 7.93453e-05
Iter: 3600, Loss: 1.49454e-04, Loss0: 1.56967e-05, Loss_b: 1.92830e-06, Loss_f: 4.43524e-05, Loss_prev: 8.74766e-05
Iter: 3700, Loss: 3.98185e-04, Loss0: 4.17271e-05, Loss_b: 7.92386e-05, Loss_f: 1.15203e-04, Loss_prev: 1.62017e-04
Iter: 3800, Loss: 1.40036e-04, Loss0: 1.40863e-05, Loss_b: 1.04566e-06, Loss_f: 3.80837e-05, Loss_prev: 8.68206e-05
Iter: 3900, Loss: 4.15186e-04, Loss0: 4.33922e-05, Loss_b: 1.08481e-04, Loss_f: 1.81883e-04, Loss_prev: 8.14297e-05
Iter: 4000, Loss: 1.50247e-04, Loss0: 1.55772e-05, Loss_b: 3.89203e-06, Loss_f: 2.88091e-05, Loss_prev: 1.01969e-04
Iter: 4100, Loss: 4.30351e-04, Loss0: 4.31207e-05, Loss_b: 1.01719e-04, Loss_f: 1.24022e-04, Loss_prev: 1.61489e-04
Iter: 4200, Loss: 1.93856e-04, Loss0: 1.55498e-05, Loss_b: 3.36848e-05, Loss_f: 3.48874e-05, Loss_prev: 1.09734e-04
Iter: 4300, Loss: 1.34470e-04, Loss0: 1.62084e-05, Loss_b: 3.40005e-08, Loss_f: 2.76983e-05, Loss_prev: 9.05293e-05
Iter: 4400, Loss: 1.94207e-04, Loss0: 1.42959e-05, Loss_b: 3.66722e-05, Loss_f: 3.94946e-05, Loss_prev: 1.03745e-04
Iter: 4500, Loss: 8.56655e-04, Loss0: 8.55008e-05, Loss_b: 2.85207e-04, Loss_f: 2.65045e-04, Loss_prev: 2.20902e-04
Iter: 4600, Loss: 1.40027e-04, Loss0: 1.15332e-05, Loss_b: 4.46647e-08, Loss_f: 5.06323e-05, Loss_prev: 7.78173e-05
Iter: 4700, Loss: 2.38619e-04, Loss0: 3.34339e-05, Loss_b: 6.04348e-05, Loss_f: 6.36675e-05, Loss_prev: 8.10826e-05
Iter: 4800, Loss: 3.17276e-04, Loss0: 3.18184e-05, Loss_b: 4.98789e-05, Loss_f: 1.01071e-04, Loss_prev: 1.34508e-04
Iter: 4900, Loss: 2.00806e-04, Loss0: 2.55322e-05, Loss_b: 3.31513e-06, Loss_f: 6.21471e-05, Loss_prev: 1.09811e-04
Iter: 5000, Loss: 1.80097e-04, Loss0: 3.23011e-05, Loss_b: 6.27606e-06, Loss_f: 4.31530e-05, Loss_prev: 9.83669e-05
Iter: 5100, Loss: 3.76006e-04, Loss0: 3.41675e-05, Loss_b: 2.98293e-05, Loss_f: 2.42942e-04, Loss_prev: 6.90670e-05
Iter: 5200, Loss: 1.40579e-04, Loss0: 1.52213e-05, Loss_b: 6.77806e-06, Loss_f: 4.82778e-05, Loss_prev: 7.03021e-05
Iter: 5300, Loss: 1.54947e-04, Loss0: 1.56215e-05, Loss_b: 8.48578e-06, Loss_f: 6.40115e-05, Loss_prev: 6.68284e-05
Iter: 5400, Loss: 3.01277e-04, Loss0: 2.86410e-05, Loss_b: 4.77879e-05, Loss_f: 1.59333e-04, Loss_prev: 6.55153e-05
Iter: 5500, Loss: 2.18306e-04, Loss0: 4.02138e-05, Loss_b: 1.48903e-05, Loss_f: 6.03235e-05, Loss_prev: 1.02879e-04
Iter: 5600, Loss: 2.83416e-04, Loss0: 3.26484e-05, Loss_b: 2.67924e-05, Loss_f: 1.04046e-04, Loss_prev: 1.19930e-04
Iter: 5700, Loss: 3.28935e-04, Loss0: 2.72979e-05, Loss_b: 8.36886e-05, Loss_f: 9.12646e-05, Loss_prev: 1.26684e-04
Iter: 5800, Loss: 3.66061e-04, Loss0: 3.77452e-05, Loss_b: 6.00868e-05, Loss_f: 1.34029e-04, Loss_prev: 1.34200e-04
Iter: 5900, Loss: 2.34567e-04, Loss0: 1.68213e-05, Loss_b: 5.87337e-05, Loss_f: 5.57000e-05, Loss_prev: 1.03312e-04
Iter: 6000, Loss: 1.68348e-04, Loss0: 1.74202e-05, Loss_b: 1.83205e-05, Loss_f: 7.03238e-05, Loss_prev: 6.22835e-05
Iter: 6100, Loss: 1.84130e-04, Loss0: 2.40007e-05, Loss_b: 3.08251e-05, Loss_f: 5.91521e-05, Loss_prev: 7.01516e-05
Iter: 6200, Loss: 1.53848e-04, Loss0: 1.09141e-05, Loss_b: 1.82700e-05, Loss_f: 4.20461e-05, Loss_prev: 8.26174e-05
