Start Training:
Iter: 0, Loss: 7.90828e-03, Loss0: 6.55945e-03, Loss_b: 7.82609e-10, Loss_f: 3.07971e-08, Loss_prev: 1.34880e-03
Iter: 100, Loss: 1.72879e-04, Loss0: 1.98087e-05, Loss_b: 3.91413e-08, Loss_f: 5.66683e-05, Loss_prev: 9.63628e-05
Iter: 200, Loss: 1.61165e-04, Loss0: 1.74986e-05, Loss_b: 3.26573e-07, Loss_f: 4.95367e-05, Loss_prev: 9.38029e-05
Iter: 300, Loss: 1.45478e-04, Loss0: 1.57229e-05, Loss_b: 4.79955e-07, Loss_f: 3.96059e-05, Loss_prev: 8.96689e-05
Iter: 400, Loss: 1.09732e-04, Loss0: 1.08689e-05, Loss_b: 2.62645e-07, Loss_f: 2.19914e-05, Loss_prev: 7.66091e-05
Iter: 500, Loss: 5.59750e-05, Loss0: 3.13167e-06, Loss_b: 3.01639e-07, Loss_f: 2.51092e-05, Loss_prev: 2.74325e-05
Iter: 600, Loss: 4.47365e-05, Loss0: 1.55381e-06, Loss_b: 3.21119e-07, Loss_f: 2.68272e-05, Loss_prev: 1.60344e-05
Iter: 700, Loss: 4.16166e-05, Loss0: 1.26791e-06, Loss_b: 1.74703e-07, Loss_f: 2.62549e-05, Loss_prev: 1.39190e-05
Iter: 800, Loss: 3.96543e-05, Loss0: 1.11103e-06, Loss_b: 1.38364e-07, Loss_f: 2.57773e-05, Loss_prev: 1.26277e-05
Iter: 900, Loss: 3.83023e-05, Loss0: 1.03701e-06, Loss_b: 1.26325e-07, Loss_f: 2.54298e-05, Loss_prev: 1.17092e-05
Iter: 1000, Loss: 3.70836e-05, Loss0: 8.47845e-07, Loss_b: 1.71096e-07, Loss_f: 2.50566e-05, Loss_prev: 1.10080e-05
Iter: 1100, Loss: 3.62261e-05, Loss0: 9.77173e-07, Loss_b: 1.17124e-07, Loss_f: 2.45949e-05, Loss_prev: 1.05368e-05
Iter: 1200, Loss: 3.52108e-05, Loss0: 9.06197e-07, Loss_b: 8.78197e-08, Loss_f: 2.42418e-05, Loss_prev: 9.97497e-06
Iter: 1300, Loss: 3.49016e-05, Loss0: 8.16871e-07, Loss_b: 1.38770e-07, Loss_f: 2.45191e-05, Loss_prev: 9.42690e-06
Iter: 1400, Loss: 3.38725e-05, Loss0: 8.42326e-07, Loss_b: 7.96719e-08, Loss_f: 2.37006e-05, Loss_prev: 9.24992e-06
Iter: 1500, Loss: 3.49296e-05, Loss0: 1.08518e-06, Loss_b: 7.46899e-07, Loss_f: 2.24192e-05, Loss_prev: 1.06782e-05
Iter: 1600, Loss: 3.28857e-05, Loss0: 8.11823e-07, Loss_b: 8.39897e-08, Loss_f: 2.31950e-05, Loss_prev: 8.79486e-06
Iter: 1700, Loss: 3.22898e-05, Loss0: 7.66623e-07, Loss_b: 6.75424e-08, Loss_f: 2.30053e-05, Loss_prev: 8.45036e-06
Iter: 1800, Loss: 3.26103e-05, Loss0: 1.40547e-06, Loss_b: 8.37336e-08, Loss_f: 2.18685e-05, Loss_prev: 9.25266e-06
Iter: 1900, Loss: 3.15577e-05, Loss0: 7.42480e-07, Loss_b: 6.90446e-08, Loss_f: 2.26377e-05, Loss_prev: 8.10846e-06
