Start Training:
Iter: 0, Loss: 2.68117e-03, Loss0: 1.35897e-03, Loss_b: 1.81997e-10, Loss_f: 1.46088e-07, Loss_prev: 1.32206e-03
Iter: 100, Loss: 9.82959e-06, Loss0: 2.66350e-06, Loss_b: 1.26982e-07, Loss_f: 3.23792e-06, Loss_prev: 3.80120e-06
Iter: 200, Loss: 2.53604e-06, Loss0: 5.93335e-07, Loss_b: 6.77822e-09, Loss_f: 1.06648e-06, Loss_prev: 8.69442e-07
Iter: 300, Loss: 4.74144e-06, Loss0: 8.51623e-07, Loss_b: 2.07432e-06, Loss_f: 7.69995e-07, Loss_prev: 1.04550e-06
Iter: 400, Loss: 6.06128e-07, Loss0: 9.77707e-08, Loss_b: 1.21649e-08, Loss_f: 3.63380e-07, Loss_prev: 1.32812e-07
Iter: 500, Loss: 4.82401e-07, Loss0: 7.40678e-08, Loss_b: 1.11666e-08, Loss_f: 3.03151e-07, Loss_prev: 9.40162e-08
Iter: 600, Loss: 3.49639e-05, Loss0: 5.84176e-06, Loss_b: 2.09644e-05, Loss_f: 3.42066e-06, Loss_prev: 4.73714e-06
Iter: 700, Loss: 3.61548e-07, Loss0: 7.11635e-08, Loss_b: 4.29056e-09, Loss_f: 2.12627e-07, Loss_prev: 7.34666e-08
Iter: 800, Loss: 4.18574e-07, Loss0: 7.04052e-08, Loss_b: 6.94742e-09, Loss_f: 2.47265e-07, Loss_prev: 9.39562e-08
Iter: 900, Loss: 2.87094e-07, Loss0: 5.33060e-08, Loss_b: 3.38264e-09, Loss_f: 1.79775e-07, Loss_prev: 5.06302e-08
Iter: 1000, Loss: 3.08543e-07, Loss0: 7.12783e-08, Loss_b: 8.81341e-09, Loss_f: 1.64647e-07, Loss_prev: 6.38043e-08
Iter: 1100, Loss: 2.56234e-07, Loss0: 5.19112e-08, Loss_b: 1.63108e-09, Loss_f: 1.60708e-07, Loss_prev: 4.19838e-08
Iter: 1200, Loss: 9.19269e-06, Loss0: 7.58330e-07, Loss_b: 7.33760e-08, Loss_f: 5.50981e-06, Loss_prev: 2.85117e-06
Iter: 1300, Loss: 1.05769e-06, Loss0: 2.27514e-07, Loss_b: 4.53157e-07, Loss_f: 1.90761e-07, Loss_prev: 1.86258e-07
Iter: 1400, Loss: 3.10791e-07, Loss0: 5.93443e-08, Loss_b: 2.75560e-08, Loss_f: 1.80229e-07, Loss_prev: 4.36616e-08
Iter: 1500, Loss: 1.03003e-06, Loss0: 2.34776e-07, Loss_b: 1.52841e-07, Loss_f: 4.48740e-07, Loss_prev: 1.93675e-07
Iter: 1600, Loss: 1.18996e-06, Loss0: 1.27282e-07, Loss_b: 3.18937e-09, Loss_f: 7.54785e-07, Loss_prev: 3.04704e-07
Iter: 1700, Loss: 9.91181e-07, Loss0: 3.07780e-07, Loss_b: 2.67423e-07, Loss_f: 2.77338e-07, Loss_prev: 1.38640e-07
Iter: 1800, Loss: 1.98192e-07, Loss0: 3.29230e-08, Loss_b: 1.47650e-09, Loss_f: 1.34048e-07, Loss_prev: 2.97452e-08
Iter: 1900, Loss: 9.01422e-07, Loss0: 1.88086e-07, Loss_b: 2.73556e-07, Loss_f: 3.13654e-07, Loss_prev: 1.26127e-07
Iter: 2000, Loss: 9.80697e-06, Loss0: 7.76197e-07, Loss_b: 1.19282e-08, Loss_f: 6.20001e-06, Loss_prev: 2.81883e-06
Iter: 2100, Loss: 2.91211e-06, Loss0: 3.72806e-07, Loss_b: 3.62489e-08, Loss_f: 1.75960e-06, Loss_prev: 7.43451e-07
Iter: 2200, Loss: 2.22657e-07, Loss0: 3.99617e-08, Loss_b: 1.54124e-08, Loss_f: 1.33603e-07, Loss_prev: 3.36805e-08
Iter: 2300, Loss: 7.06303e-07, Loss0: 1.47998e-07, Loss_b: 1.07110e-07, Loss_f: 3.46785e-07, Loss_prev: 1.04409e-07
Iter: 2400, Loss: 8.10942e-06, Loss0: 2.89050e-06, Loss_b: 3.67859e-06, Loss_f: 6.82135e-07, Loss_prev: 8.58207e-07
Iter: 2500, Loss: 2.13926e-06, Loss0: 9.86271e-08, Loss_b: 3.05802e-09, Loss_f: 1.44751e-06, Loss_prev: 5.90071e-07
Iter: 2600, Loss: 1.87257e-07, Loss0: 2.91938e-08, Loss_b: 1.35080e-08, Loss_f: 1.22822e-07, Loss_prev: 2.17331e-08
Iter: 2700, Loss: 3.71303e-06, Loss0: 2.49588e-07, Loss_b: 3.33192e-07, Loss_f: 2.12373e-06, Loss_prev: 1.00652e-06
Iter: 2800, Loss: 8.01594e-07, Loss0: 1.55027e-07, Loss_b: 3.86003e-07, Loss_f: 1.70429e-07, Loss_prev: 9.01342e-08
Iter: 2900, Loss: 6.43674e-06, Loss0: 7.98856e-07, Loss_b: 7.23673e-07, Loss_f: 3.58032e-06, Loss_prev: 1.33388e-06
Iter: 3000, Loss: 8.71406e-07, Loss0: 4.39821e-07, Loss_b: 1.92131e-08, Loss_f: 2.90238e-07, Loss_prev: 1.22134e-07
Iter: 3100, Loss: 1.07231e-05, Loss0: 5.49246e-07, Loss_b: 1.97523e-06, Loss_f: 5.20142e-06, Loss_prev: 2.99721e-06
Iter: 3200, Loss: 3.36499e-06, Loss0: 1.17227e-07, Loss_b: 1.14569e-09, Loss_f: 2.33983e-06, Loss_prev: 9.06787e-07
Iter: 3300, Loss: 5.00337e-07, Loss0: 5.33342e-08, Loss_b: 6.36191e-09, Loss_f: 3.26838e-07, Loss_prev: 1.13802e-07
Iter: 3400, Loss: 9.12942e-07, Loss0: 1.77523e-07, Loss_b: 4.70429e-07, Loss_f: 1.61868e-07, Loss_prev: 1.03123e-07
Iter: 3500, Loss: 4.69021e-06, Loss0: 3.98767e-07, Loss_b: 1.75880e-06, Loss_f: 1.57144e-06, Loss_prev: 9.61207e-07
Iter: 3600, Loss: 9.49328e-07, Loss0: 2.00794e-07, Loss_b: 1.29053e-08, Loss_f: 5.75241e-07, Loss_prev: 1.60389e-07
Iter: 3700, Loss: 2.45549e-07, Loss0: 2.63726e-08, Loss_b: 1.58198e-09, Loss_f: 1.75886e-07, Loss_prev: 4.17090e-08
Iter: 3800, Loss: 1.71447e-07, Loss0: 1.85437e-08, Loss_b: 1.56182e-08, Loss_f: 1.13944e-07, Loss_prev: 2.33413e-08
Iter: 3900, Loss: 1.72192e-07, Loss0: 2.66287e-08, Loss_b: 8.34755e-09, Loss_f: 1.19108e-07, Loss_prev: 1.81075e-08
