Start Training:
Iter: 0, Loss: 1.95330e-01, Loss_0: 1.53701e-01, Loss_1: 1.60773e-02, Loss_b: 2.08598e-03, Loss_f: 2.34661e-02
Iter: 100, Loss: 1.15357e-02, Loss_0: 3.65740e-05, Loss_1: 1.14180e-02, Loss_b: 5.53799e-05, Loss_f: 2.57935e-05
Iter: 200, Loss: 6.28426e-03, Loss_0: 1.99557e-06, Loss_1: 6.07284e-03, Loss_b: 1.33294e-05, Loss_f: 1.96099e-04
Iter: 300, Loss: 5.06328e-03, Loss_0: 1.23044e-07, Loss_1: 4.50822e-03, Loss_b: 3.83259e-05, Loss_f: 5.16614e-04
Iter: 400, Loss: 4.78674e-03, Loss_0: 1.30302e-07, Loss_1: 4.23923e-03, Loss_b: 3.25638e-05, Loss_f: 5.14819e-04
Iter: 500, Loss: 4.50383e-03, Loss_0: 1.18458e-07, Loss_1: 3.99289e-03, Loss_b: 2.32496e-05, Loss_f: 4.87572e-04
Iter: 600, Loss: 5.12045e-03, Loss_0: 4.33009e-05, Loss_1: 3.88765e-03, Loss_b: 7.44186e-04, Loss_f: 4.45308e-04
Iter: 700, Loss: 3.98482e-03, Loss_0: 1.42438e-07, Loss_1: 3.62178e-03, Loss_b: 2.86924e-06, Loss_f: 3.60025e-04
Iter: 800, Loss: 3.83907e-03, Loss_0: 1.57735e-07, Loss_1: 3.52983e-03, Loss_b: 5.28835e-07, Loss_f: 3.08552e-04
Iter: 900, Loss: 3.76082e-03, Loss_0: 2.97881e-07, Loss_1: 3.48713e-03, Loss_b: 1.69585e-06, Loss_f: 2.71699e-04
Iter: 1000, Loss: 3.69600e-03, Loss_0: 1.66988e-07, Loss_1: 3.45100e-03, Loss_b: 5.68764e-07, Loss_f: 2.44269e-04
Iter: 1100, Loss: 4.04562e-03, Loss_0: 2.76755e-05, Loss_1: 3.46604e-03, Loss_b: 3.35116e-04, Loss_f: 2.16788e-04
Iter: 1200, Loss: 3.60196e-03, Loss_0: 1.77016e-07, Loss_1: 3.39345e-03, Loss_b: 1.25785e-06, Loss_f: 2.07066e-04
Iter: 1300, Loss: 3.55857e-03, Loss_0: 1.69735e-07, Loss_1: 3.36036e-03, Loss_b: 1.93774e-06, Loss_f: 1.96102e-04
Iter: 1400, Loss: 3.59808e-03, Loss_0: 5.25862e-06, Loss_1: 3.34272e-03, Loss_b: 6.42073e-05, Loss_f: 1.85901e-04
Iter: 1500, Loss: 3.48862e-03, Loss_0: 2.27143e-07, Loss_1: 3.30390e-03, Loss_b: 2.72448e-06, Loss_f: 1.81772e-04
Iter: 1600, Loss: 3.45071e-03, Loss_0: 2.53041e-07, Loss_1: 3.26983e-03, Loss_b: 3.12841e-06, Loss_f: 1.77506e-04
Iter: 1700, Loss: 3.54412e-03, Loss_0: 6.89044e-06, Loss_1: 3.25817e-03, Loss_b: 1.01883e-04, Loss_f: 1.77171e-04
Iter: 1800, Loss: 3.36169e-03, Loss_0: 2.54079e-07, Loss_1: 3.18685e-03, Loss_b: 3.84443e-06, Loss_f: 1.70734e-04
Iter: 1900, Loss: 3.27631e-03, Loss_0: 2.64826e-07, Loss_1: 3.10386e-03, Loss_b: 4.43431e-06, Loss_f: 1.67755e-04
Iter: 2000, Loss: 3.14251e-03, Loss_0: 6.21827e-07, Loss_1: 2.96842e-03, Loss_b: 1.55494e-05, Loss_f: 1.57917e-04
Iter: 2100, Loss: 2.85556e-03, Loss_0: 4.72398e-07, Loss_1: 2.70294e-03, Loss_b: 6.28047e-06, Loss_f: 1.45862e-04
Iter: 2200, Loss: 1.18048e-02, Loss_0: 1.84229e-04, Loss_1: 3.38207e-03, Loss_b: 7.76338e-03, Loss_f: 4.75173e-04
Iter: 2300, Loss: 2.14185e-03, Loss_0: 9.45612e-07, Loss_1: 1.93978e-03, Loss_b: 6.35734e-06, Loss_f: 1.94774e-04
Iter: 2400, Loss: 1.93833e-03, Loss_0: 1.28949e-06, Loss_1: 1.69743e-03, Loss_b: 5.49444e-06, Loss_f: 2.34113e-04
Iter: 2500, Loss: 1.85263e-03, Loss_0: 9.80180e-06, Loss_1: 1.50552e-03, Loss_b: 7.94732e-05, Loss_f: 2.57839e-04
Iter: 2600, Loss: 1.57975e-03, Loss_0: 1.37219e-06, Loss_1: 1.33793e-03, Loss_b: 4.23207e-06, Loss_f: 2.36218e-04
Iter: 2700, Loss: 1.39448e-03, Loss_0: 1.49329e-06, Loss_1: 1.15453e-03, Loss_b: 3.90963e-06, Loss_f: 2.34543e-04
