Start Training:
Iter: 0, Loss: 1.68181e-02, Loss0: 1.42920e-02, Loss_b: 3.83984e-10, Loss_f: 3.04624e-07, Loss_prev: 2.52570e-03
Iter: 100, Loss: 3.60824e-04, Loss0: 7.62895e-05, Loss_b: 4.39818e-07, Loss_f: 1.17331e-04, Loss_prev: 1.66763e-04
Iter: 200, Loss: 2.68150e-04, Loss0: 4.84386e-05, Loss_b: 3.09840e-07, Loss_f: 8.71528e-05, Loss_prev: 1.32249e-04
Iter: 300, Loss: 2.26630e-04, Loss0: 3.55712e-05, Loss_b: 1.92714e-07, Loss_f: 7.92605e-05, Loss_prev: 1.11606e-04
Iter: 400, Loss: 1.98889e-04, Loss0: 2.71721e-05, Loss_b: 1.51754e-07, Loss_f: 7.40341e-05, Loss_prev: 9.75308e-05
Iter: 500, Loss: 1.78588e-04, Loss0: 2.16202e-05, Loss_b: 1.45170e-07, Loss_f: 6.99930e-05, Loss_prev: 8.68293e-05
Iter: 600, Loss: 1.62483e-04, Loss0: 1.79748e-05, Loss_b: 1.40088e-07, Loss_f: 6.64740e-05, Loss_prev: 7.78946e-05
Iter: 700, Loss: 1.48691e-04, Loss0: 1.54016e-05, Loss_b: 1.30448e-07, Loss_f: 6.33131e-05, Loss_prev: 6.98458e-05
Iter: 800, Loss: 1.36281e-04, Loss0: 1.33996e-05, Loss_b: 1.17442e-07, Loss_f: 6.04832e-05, Loss_prev: 6.22806e-05
Iter: 900, Loss: 1.24630e-04, Loss0: 1.17480e-05, Loss_b: 1.06397e-07, Loss_f: 5.77240e-05, Loss_prev: 5.50520e-05
Iter: 1000, Loss: 1.51459e-04, Loss0: 1.45093e-05, Loss_b: 8.65897e-06, Loss_f: 5.89608e-05, Loss_prev: 6.93302e-05
Iter: 1100, Loss: 1.04610e-04, Loss0: 9.38726e-06, Loss_b: 1.16987e-07, Loss_f: 5.29073e-05, Loss_prev: 4.21988e-05
Iter: 1200, Loss: 9.28168e-05, Loss0: 8.13218e-06, Loss_b: 1.22390e-07, Loss_f: 4.86069e-05, Loss_prev: 3.59553e-05
Iter: 1300, Loss: 8.40365e-05, Loss0: 6.70222e-06, Loss_b: 9.84662e-07, Loss_f: 4.48099e-05, Loss_prev: 3.15397e-05
Iter: 1400, Loss: 8.25598e-05, Loss0: 6.10229e-06, Loss_b: 9.97216e-07, Loss_f: 4.89794e-05, Loss_prev: 2.64809e-05
Iter: 1500, Loss: 6.15414e-05, Loss0: 5.19901e-06, Loss_b: 1.78170e-07, Loss_f: 3.56709e-05, Loss_prev: 2.04933e-05
Iter: 1600, Loss: 5.34123e-05, Loss0: 4.54408e-06, Loss_b: 1.86640e-07, Loss_f: 3.20505e-05, Loss_prev: 1.66310e-05
Iter: 1700, Loss: 7.90591e-05, Loss0: 6.66805e-06, Loss_b: 6.42241e-06, Loss_f: 4.95671e-05, Loss_prev: 1.64015e-05
Iter: 1800, Loss: 4.32755e-05, Loss0: 3.79393e-06, Loss_b: 8.68345e-07, Loss_f: 2.79225e-05, Loss_prev: 1.06907e-05
Iter: 1900, Loss: 4.07967e-05, Loss0: 4.11813e-06, Loss_b: 3.72550e-06, Loss_f: 2.26649e-05, Loss_prev: 1.02882e-05
Iter: 2000, Loss: 3.36878e-05, Loss0: 3.50851e-06, Loss_b: 1.65114e-06, Loss_f: 1.91895e-05, Loss_prev: 9.33863e-06
Iter: 2100, Loss: 4.66212e-05, Loss0: 5.47328e-06, Loss_b: 7.17047e-06, Loss_f: 2.60935e-05, Loss_prev: 7.88391e-06
Iter: 2200, Loss: 4.76444e-05, Loss0: 5.31558e-06, Loss_b: 1.33126e-05, Loss_f: 2.03467e-05, Loss_prev: 8.66957e-06
Iter: 2300, Loss: 3.23320e-05, Loss0: 3.54750e-06, Loss_b: 2.88855e-06, Loss_f: 1.79646e-05, Loss_prev: 7.93141e-06
Iter: 2400, Loss: 3.15951e-05, Loss0: 4.19187e-06, Loss_b: 4.94317e-06, Loss_f: 1.71445e-05, Loss_prev: 5.31557e-06
Iter: 2500, Loss: 2.10602e-05, Loss0: 2.75760e-06, Loss_b: 1.31641e-06, Loss_f: 1.23200e-05, Loss_prev: 4.66621e-06
Iter: 2600, Loss: 1.85549e-05, Loss0: 2.60219e-06, Loss_b: 6.80399e-08, Loss_f: 1.10301e-05, Loss_prev: 4.85459e-06
Iter: 2700, Loss: 1.81535e-05, Loss0: 2.43209e-06, Loss_b: 2.08977e-07, Loss_f: 1.27942e-05, Loss_prev: 2.71824e-06
Iter: 2800, Loss: 5.27050e-05, Loss0: 4.19555e-06, Loss_b: 4.47298e-06, Loss_f: 3.51151e-05, Loss_prev: 8.92135e-06
Iter: 2900, Loss: 5.50553e-05, Loss0: 6.67849e-06, Loss_b: 2.13138e-05, Loss_f: 1.88581e-05, Loss_prev: 8.20484e-06
Iter: 3000, Loss: 1.46710e-05, Loss0: 2.02003e-06, Loss_b: 2.27837e-07, Loss_f: 9.64108e-06, Loss_prev: 2.78206e-06
Iter: 3100, Loss: 1.34661e-05, Loss0: 1.89282e-06, Loss_b: 3.58315e-08, Loss_f: 9.16733e-06, Loss_prev: 2.37009e-06
Iter: 3200, Loss: 1.98821e-05, Loss0: 1.88632e-06, Loss_b: 6.18431e-08, Loss_f: 1.61885e-05, Loss_prev: 1.74545e-06
Iter: 3300, Loss: 2.98097e-05, Loss0: 3.55026e-06, Loss_b: 8.88927e-06, Loss_f: 1.30430e-05, Loss_prev: 4.32707e-06
Iter: 3400, Loss: 2.33414e-05, Loss0: 3.00971e-06, Loss_b: 4.53626e-06, Loss_f: 1.26663e-05, Loss_prev: 3.12915e-06
Iter: 3500, Loss: 1.19936e-05, Loss0: 1.57522e-06, Loss_b: 8.56601e-08, Loss_f: 8.51949e-06, Loss_prev: 1.81328e-06
Iter: 3600, Loss: 1.37513e-05, Loss0: 1.81410e-06, Loss_b: 1.08970e-06, Loss_f: 8.68527e-06, Loss_prev: 2.16220e-06
Iter: 3700, Loss: 6.97124e-05, Loss0: 6.21171e-06, Loss_b: 2.62203e-05, Loss_f: 2.93436e-05, Loss_prev: 7.93678e-06
Iter: 3800, Loss: 1.08570e-05, Loss0: 1.39406e-06, Loss_b: 2.64178e-08, Loss_f: 7.71607e-06, Loss_prev: 1.72046e-06
Iter: 3900, Loss: 1.71981e-05, Loss0: 1.83119e-06, Loss_b: 2.96504e-06, Loss_f: 9.67341e-06, Loss_prev: 2.72842e-06
Iter: 4000, Loss: 1.62056e-04, Loss0: 1.60697e-05, Loss_b: 7.76338e-05, Loss_f: 5.04170e-05, Loss_prev: 1.79350e-05
Iter: 4100, Loss: 1.17825e-05, Loss0: 1.34603e-06, Loss_b: 4.14667e-08, Loss_f: 8.96539e-06, Loss_prev: 1.42958e-06
Iter: 4200, Loss: 9.97998e-06, Loss0: 1.20922e-06, Loss_b: 2.80157e-08, Loss_f: 7.09063e-06, Loss_prev: 1.65211e-06
Iter: 4300, Loss: 1.73812e-05, Loss0: 2.18775e-06, Loss_b: 2.67657e-06, Loss_f: 9.76956e-06, Loss_prev: 2.74731e-06
Iter: 4400, Loss: 2.22270e-05, Loss0: 2.64197e-06, Loss_b: 5.99703e-06, Loss_f: 9.82690e-06, Loss_prev: 3.76112e-06
Iter: 4500, Loss: 1.00227e-05, Loss0: 1.15829e-06, Loss_b: 4.47717e-07, Loss_f: 6.91396e-06, Loss_prev: 1.50271e-06
Iter: 4600, Loss: 8.98518e-06, Loss0: 1.03723e-06, Loss_b: 3.14395e-08, Loss_f: 6.46705e-06, Loss_prev: 1.44945e-06
Iter: 4700, Loss: 4.61787e-05, Loss0: 5.10472e-06, Loss_b: 1.89682e-05, Loss_f: 1.63857e-05, Loss_prev: 5.72004e-06
Iter: 4800, Loss: 1.08902e-05, Loss0: 1.26097e-06, Loss_b: 5.23507e-07, Loss_f: 7.06039e-06, Loss_prev: 2.04535e-06
Iter: 4900, Loss: 4.66351e-05, Loss0: 4.65380e-06, Loss_b: 1.64696e-05, Loss_f: 2.04494e-05, Loss_prev: 5.06234e-06
Iter: 5000, Loss: 1.67638e-05, Loss0: 1.64279e-06, Loss_b: 2.69565e-06, Loss_f: 1.06416e-05, Loss_prev: 1.78378e-06
Iter: 5100, Loss: 1.15577e-05, Loss0: 1.58284e-06, Loss_b: 1.03265e-06, Loss_f: 7.33223e-06, Loss_prev: 1.61003e-06
Iter: 5200, Loss: 7.53810e-05, Loss0: 6.15740e-06, Loss_b: 1.99315e-07, Loss_f: 5.91627e-05, Loss_prev: 9.86163e-06
Iter: 5300, Loss: 1.10912e-05, Loss0: 1.12417e-06, Loss_b: 1.65822e-06, Loss_f: 6.56500e-06, Loss_prev: 1.74379e-06
Iter: 5400, Loss: 9.61123e-06, Loss0: 9.89262e-07, Loss_b: 5.23633e-07, Loss_f: 6.80181e-06, Loss_prev: 1.29652e-06
Iter: 5500, Loss: 1.28498e-05, Loss0: 1.31042e-06, Loss_b: 1.94569e-06, Loss_f: 7.78743e-06, Loss_prev: 1.80628e-06
Iter: 5600, Loss: 1.53034e-05, Loss0: 2.69101e-06, Loss_b: 2.54134e-08, Loss_f: 8.60988e-06, Loss_prev: 3.97713e-06
Iter: 5700, Loss: 7.45729e-06, Loss0: 7.66022e-07, Loss_b: 1.44782e-08, Loss_f: 5.34750e-06, Loss_prev: 1.32930e-06
Iter: 5800, Loss: 1.49104e-05, Loss0: 1.45634e-06, Loss_b: 2.57140e-06, Loss_f: 9.04274e-06, Loss_prev: 1.83990e-06
Iter: 5900, Loss: 6.33103e-05, Loss0: 3.93305e-06, Loss_b: 2.12212e-05, Loss_f: 3.39387e-05, Loss_prev: 4.21734e-06
Iter: 6000, Loss: 1.46251e-05, Loss0: 1.61149e-06, Loss_b: 3.87855e-06, Loss_f: 6.88440e-06, Loss_prev: 2.25064e-06
Iter: 6100, Loss: 1.58469e-05, Loss0: 1.61094e-06, Loss_b: 2.04462e-06, Loss_f: 9.46054e-06, Loss_prev: 2.73081e-06
