Start Training:
Iter: 0, Loss: 1.82692e-01, Loss_0: 6.95322e-02, Loss_1: 3.11106e-02, Loss_b: 8.18884e-02, Loss_f: 1.61212e-04
Iter: 100, Loss: 1.04161e-02, Loss_0: 5.26221e-03, Loss_1: 4.90647e-03, Loss_b: 3.35279e-05, Loss_f: 2.13889e-04
Iter: 200, Loss: 1.01567e-02, Loss_0: 5.24865e-03, Loss_1: 4.53372e-03, Loss_b: 2.48819e-05, Loss_f: 3.49486e-04
Iter: 300, Loss: 1.00701e-02, Loss_0: 5.24636e-03, Loss_1: 4.45944e-03, Loss_b: 2.55997e-05, Loss_f: 3.38735e-04
Iter: 400, Loss: 9.97990e-03, Loss_0: 5.24570e-03, Loss_1: 4.37793e-03, Loss_b: 2.70726e-05, Loss_f: 3.29195e-04
Iter: 500, Loss: 1.11732e-02, Loss_0: 5.62524e-03, Loss_1: 4.41579e-03, Loss_b: 8.03037e-04, Loss_f: 3.29088e-04
Iter: 600, Loss: 9.78515e-03, Loss_0: 5.24275e-03, Loss_1: 4.22784e-03, Loss_b: 2.21218e-05, Loss_f: 2.92441e-04
Iter: 700, Loss: 9.69237e-03, Loss_0: 5.24469e-03, Loss_1: 4.16459e-03, Loss_b: 3.01995e-05, Loss_f: 2.52894e-04
Iter: 800, Loss: 9.55678e-03, Loss_0: 5.23533e-03, Loss_1: 4.10874e-03, Loss_b: 9.75025e-06, Loss_f: 2.02959e-04
Iter: 900, Loss: 9.48087e-03, Loss_0: 5.23387e-03, Loss_1: 4.06092e-03, Loss_b: 8.02387e-06, Loss_f: 1.78065e-04
Iter: 1000, Loss: 9.39661e-03, Loss_0: 5.22969e-03, Loss_1: 3.99757e-03, Loss_b: 5.28747e-06, Loss_f: 1.64062e-04
Iter: 1100, Loss: 1.12696e-02, Loss_0: 5.75560e-03, Loss_1: 4.07736e-03, Loss_b: 1.23500e-03, Loss_f: 2.01648e-04
Iter: 1200, Loss: 9.21118e-03, Loss_0: 5.23003e-03, Loss_1: 3.83643e-03, Loss_b: 5.25241e-06, Loss_f: 1.39471e-04
Iter: 1300, Loss: 9.05250e-03, Loss_0: 5.22705e-03, Loss_1: 3.69603e-03, Loss_b: 4.75898e-06, Loss_f: 1.24655e-04
Iter: 1400, Loss: 8.89905e-03, Loss_0: 5.23796e-03, Loss_1: 3.47766e-03, Loss_b: 5.52613e-05, Loss_f: 1.28165e-04
Iter: 1500, Loss: 8.59422e-03, Loss_0: 5.22839e-03, Loss_1: 3.24059e-03, Loss_b: 7.33718e-06, Loss_f: 1.17898e-04
Iter: 1600, Loss: 8.16530e-03, Loss_0: 5.22272e-03, Loss_1: 2.79750e-03, Loss_b: 1.27999e-05, Loss_f: 1.32274e-04
Iter: 1700, Loss: 8.18094e-03, Loss_0: 5.29693e-03, Loss_1: 2.44235e-03, Loss_b: 2.82937e-04, Loss_f: 1.58728e-04
Iter: 1800, Loss: 7.31717e-03, Loss_0: 5.22412e-03, Loss_1: 1.91598e-03, Loss_b: 2.67381e-05, Loss_f: 1.50327e-04
Iter: 1900, Loss: 6.97828e-03, Loss_0: 5.21843e-03, Loss_1: 1.58777e-03, Loss_b: 2.49678e-05, Loss_f: 1.47111e-04
Iter: 2000, Loss: 6.76251e-03, Loss_0: 5.21284e-03, Loss_1: 1.39316e-03, Loss_b: 1.78252e-05, Loss_f: 1.38678e-04
Iter: 2100, Loss: 6.68878e-03, Loss_0: 5.21307e-03, Loss_1: 1.32168e-03, Loss_b: 2.10088e-05, Loss_f: 1.33024e-04
Iter: 2200, Loss: 6.59479e-03, Loss_0: 5.20385e-03, Loss_1: 1.25160e-03, Loss_b: 7.26856e-06, Loss_f: 1.32070e-04
Iter: 2300, Loss: 6.53838e-03, Loss_0: 5.19756e-03, Loss_1: 1.21254e-03, Loss_b: 3.87563e-06, Loss_f: 1.24398e-04
Iter: 2400, Loss: 6.51069e-03, Loss_0: 5.19975e-03, Loss_1: 1.18638e-03, Loss_b: 3.58442e-06, Loss_f: 1.20969e-04
Iter: 2500, Loss: 6.47740e-03, Loss_0: 5.19344e-03, Loss_1: 1.16717e-03, Loss_b: 1.20138e-06, Loss_f: 1.15585e-04
Iter: 2600, Loss: 6.46671e-03, Loss_0: 5.19433e-03, Loss_1: 1.15855e-03, Loss_b: 1.27929e-06, Loss_f: 1.12551e-04
Iter: 2700, Loss: 6.44619e-03, Loss_0: 5.18900e-03, Loss_1: 1.14504e-03, Loss_b: 6.72290e-07, Loss_f: 1.11491e-04
Iter: 2800, Loss: 6.45248e-03, Loss_0: 5.20121e-03, Loss_1: 1.14055e-03, Loss_b: 1.91485e-06, Loss_f: 1.08801e-04
Iter: 2900, Loss: 6.42398e-03, Loss_0: 5.18619e-03, Loss_1: 1.12878e-03, Loss_b: 5.60938e-07, Loss_f: 1.08452e-04
Iter: 3000, Loss: 6.58541e-03, Loss_0: 5.21423e-03, Loss_1: 1.13380e-03, Loss_b: 1.13484e-04, Loss_f: 1.23904e-04
Iter: 3100, Loss: 6.40940e-03, Loss_0: 5.18349e-03, Loss_1: 1.12011e-03, Loss_b: 5.60928e-07, Loss_f: 1.05235e-04
Iter: 3200, Loss: 6.39791e-03, Loss_0: 5.18015e-03, Loss_1: 1.11273e-03, Loss_b: 5.11677e-07, Loss_f: 1.04523e-04
Iter: 3300, Loss: 6.42202e-03, Loss_0: 5.18470e-03, Loss_1: 1.12579e-03, Loss_b: 1.79889e-05, Loss_f: 9.35455e-05
Iter: 3400, Loss: 6.38164e-03, Loss_0: 5.17664e-03, Loss_1: 1.10308e-03, Loss_b: 5.12208e-07, Loss_f: 1.01409e-04
Iter: 3500, Loss: 6.41246e-03, Loss_0: 5.17776e-03, Loss_1: 1.12027e-03, Loss_b: 2.42729e-05, Loss_f: 9.01548e-05
Iter: 3600, Loss: 6.36632e-03, Loss_0: 5.17106e-03, Loss_1: 1.09597e-03, Loss_b: 4.86098e-07, Loss_f: 9.88033e-05
Iter: 3700, Loss: 6.35576e-03, Loss_0: 5.16759e-03, Loss_1: 1.08979e-03, Loss_b: 4.69486e-07, Loss_f: 9.79032e-05
Iter: 3800, Loss: 6.36331e-03, Loss_0: 5.16699e-03, Loss_1: 1.09115e-03, Loss_b: 7.91521e-06, Loss_f: 9.72564e-05
Iter: 3900, Loss: 6.34285e-03, Loss_0: 5.16317e-03, Loss_1: 1.08400e-03, Loss_b: 4.12359e-07, Loss_f: 9.52665e-05
Iter: 4000, Loss: 6.33320e-03, Loss_0: 5.16053e-03, Loss_1: 1.07787e-03, Loss_b: 4.18797e-07, Loss_f: 9.43794e-05
Iter: 4100, Loss: 6.33781e-03, Loss_0: 5.16073e-03, Loss_1: 1.09515e-03, Loss_b: 4.76547e-07, Loss_f: 8.14551e-05
Iter: 4200, Loss: 6.32102e-03, Loss_0: 5.15729e-03, Loss_1: 1.07246e-03, Loss_b: 3.86007e-07, Loss_f: 9.08849e-05
Iter: 4300, Loss: 6.31150e-03, Loss_0: 5.15495e-03, Loss_1: 1.06561e-03, Loss_b: 3.99168e-07, Loss_f: 9.05479e-05
Iter: 4400, Loss: 6.58810e-03, Loss_0: 5.17797e-03, Loss_1: 1.10512e-03, Loss_b: 1.97680e-04, Loss_f: 1.07333e-04
