Start Training:
Iter: 0, Loss: 3.22585e-01, Loss_0: 2.32917e-01, Loss_1: 1.38973e-02, Loss_b: 7.16608e-04, Loss_f: 7.50537e-02
Iter: 100, Loss: 5.32597e-03, Loss_0: 5.20094e-06, Loss_1: 5.16775e-03, Loss_b: 5.20708e-06, Loss_f: 1.47814e-04
Iter: 200, Loss: 4.86890e-03, Loss_0: 4.20972e-06, Loss_1: 4.66808e-03, Loss_b: 2.32606e-06, Loss_f: 1.94282e-04
Iter: 300, Loss: 4.26566e-03, Loss_0: 3.36550e-06, Loss_1: 4.00149e-03, Loss_b: 2.33204e-06, Loss_f: 2.58478e-04
Iter: 400, Loss: 3.43576e-03, Loss_0: 2.62072e-06, Loss_1: 3.23188e-03, Loss_b: 7.41954e-07, Loss_f: 2.00515e-04
Iter: 500, Loss: 2.80639e-03, Loss_0: 2.35606e-06, Loss_1: 2.70542e-03, Loss_b: 8.11275e-07, Loss_f: 9.78096e-05
Iter: 600, Loss: 2.59253e-03, Loss_0: 1.31377e-06, Loss_1: 2.50112e-03, Loss_b: 1.91464e-06, Loss_f: 8.81831e-05
Iter: 700, Loss: 2.39622e-03, Loss_0: 8.75638e-07, Loss_1: 2.31048e-03, Loss_b: 1.70098e-06, Loss_f: 8.31696e-05
Iter: 800, Loss: 2.11695e-03, Loss_0: 5.52108e-07, Loss_1: 2.03894e-03, Loss_b: 1.45563e-06, Loss_f: 7.60001e-05
Iter: 900, Loss: 1.25384e-02, Loss_0: 2.44332e-03, Loss_1: 2.25120e-03, Loss_b: 7.48180e-03, Loss_f: 3.62043e-04
Iter: 1000, Loss: 1.27135e-03, Loss_0: 1.43581e-07, Loss_1: 1.18456e-03, Loss_b: 2.51945e-07, Loss_f: 8.63951e-05
Iter: 1100, Loss: 7.98764e-04, Loss_0: 9.92059e-08, Loss_1: 7.04537e-04, Loss_b: 2.97331e-07, Loss_f: 9.38307e-05
Iter: 1200, Loss: 6.19859e-04, Loss_0: 3.32031e-05, Loss_1: 4.13453e-04, Loss_b: 1.00053e-04, Loss_f: 7.31501e-05
Iter: 1300, Loss: 2.49826e-04, Loss_0: 7.18293e-08, Loss_1: 1.91957e-04, Loss_b: 1.13165e-07, Loss_f: 5.76837e-05
Iter: 1400, Loss: 1.43575e-04, Loss_0: 1.16192e-07, Loss_1: 1.00573e-04, Loss_b: 8.05608e-08, Loss_f: 4.28055e-05
Iter: 1500, Loss: 9.93910e-05, Loss_0: 1.23685e-07, Loss_1: 6.55028e-05, Loss_b: 1.66004e-08, Loss_f: 3.37479e-05
Iter: 1600, Loss: 6.41460e-05, Loss_0: 6.47626e-08, Loss_1: 3.95289e-05, Loss_b: 3.13460e-08, Loss_f: 2.45210e-05
Iter: 1700, Loss: 3.87154e-05, Loss_0: 6.54173e-08, Loss_1: 2.36547e-05, Loss_b: 2.41573e-08, Loss_f: 1.49711e-05
Iter: 1800, Loss: 6.52342e-05, Loss_0: 6.22253e-06, Loss_1: 1.99729e-05, Loss_b: 2.74283e-05, Loss_f: 1.16105e-05
Iter: 1900, Loss: 1.86339e-05, Loss_0: 7.06455e-08, Loss_1: 1.05496e-05, Loss_b: 2.51148e-08, Loss_f: 7.98857e-06
Iter: 2000, Loss: 1.45817e-05, Loss_0: 6.26137e-08, Loss_1: 7.08191e-06, Loss_b: 1.19571e-08, Loss_f: 7.42519e-06
Iter: 2100, Loss: 8.52162e-03, Loss_0: 1.72347e-03, Loss_1: 7.58515e-04, Loss_b: 5.73729e-03, Loss_f: 3.02342e-04
Iter: 2200, Loss: 1.25128e-05, Loss_0: 1.09491e-07, Loss_1: 5.57502e-06, Loss_b: 2.65267e-08, Loss_f: 6.80178e-06
Iter: 2300, Loss: 1.10812e-05, Loss_0: 6.33810e-08, Loss_1: 4.26014e-06, Loss_b: 4.97661e-09, Loss_f: 6.75273e-06
Iter: 2400, Loss: 1.01847e-05, Loss_0: 6.07556e-08, Loss_1: 3.55768e-06, Loss_b: 2.45018e-09, Loss_f: 6.56378e-06
Iter: 2500, Loss: 1.07143e-05, Loss_0: 2.05150e-07, Loss_1: 4.57641e-06, Loss_b: 4.50119e-09, Loss_f: 5.92820e-06
Iter: 2600, Loss: 9.28983e-06, Loss_0: 6.84758e-08, Loss_1: 3.35478e-06, Loss_b: 4.34499e-09, Loss_f: 5.86223e-06
Iter: 2700, Loss: 8.57623e-06, Loss_0: 5.79683e-08, Loss_1: 2.81904e-06, Loss_b: 1.77537e-09, Loss_f: 5.69745e-06
Iter: 2800, Loss: 2.68273e-04, Loss_0: 5.77943e-05, Loss_1: 2.46470e-05, Loss_b: 1.71189e-04, Loss_f: 1.46420e-05
Iter: 2900, Loss: 8.02273e-06, Loss_0: 8.14896e-08, Loss_1: 2.85067e-06, Loss_b: 1.64852e-08, Loss_f: 5.07408e-06
Iter: 3000, Loss: 7.35401e-06, Loss_0: 5.46002e-08, Loss_1: 2.35044e-06, Loss_b: 1.59936e-09, Loss_f: 4.94737e-06
Iter: 3100, Loss: 2.87106e-05, Loss_0: 5.20598e-06, Loss_1: 4.23592e-06, Loss_b: 1.39023e-05, Loss_f: 5.36634e-06
Iter: 3200, Loss: 7.21003e-06, Loss_0: 1.35133e-07, Loss_1: 2.61671e-06, Loss_b: 5.19026e-08, Loss_f: 4.40628e-06
Iter: 3300, Loss: 6.41303e-06, Loss_0: 5.08889e-08, Loss_1: 2.03575e-06, Loss_b: 1.71402e-09, Loss_f: 4.32467e-06
Iter: 3400, Loss: 6.01236e-06, Loss_0: 4.89930e-08, Loss_1: 1.78102e-06, Loss_b: 9.25263e-10, Loss_f: 4.18142e-06
Iter: 3500, Loss: 2.53947e-05, Loss_0: 5.25865e-06, Loss_1: 4.72206e-06, Loss_b: 1.12945e-05, Loss_f: 4.11943e-06
Iter: 3600, Loss: 5.71509e-06, Loss_0: 4.87781e-08, Loss_1: 1.86410e-06, Loss_b: 2.76170e-09, Loss_f: 3.79945e-06
Iter: 3700, Loss: 5.32402e-06, Loss_0: 4.38460e-08, Loss_1: 1.57606e-06, Loss_b: 1.27750e-09, Loss_f: 3.70284e-06
Iter: 3800, Loss: 1.20356e-05, Loss_0: 1.77387e-06, Loss_1: 2.16121e-06, Loss_b: 4.38128e-06, Loss_f: 3.71921e-06
Iter: 3900, Loss: 5.95685e-06, Loss_0: 1.62992e-07, Loss_1: 1.96401e-06, Loss_b: 4.14621e-07, Loss_f: 3.41523e-06
Iter: 4000, Loss: 4.79114e-06, Loss_0: 3.71345e-08, Loss_1: 1.45645e-06, Loss_b: 1.92401e-09, Loss_f: 3.29563e-06
Iter: 4100, Loss: 4.51394e-06, Loss_0: 3.65837e-08, Loss_1: 1.28451e-06, Loss_b: 1.44951e-09, Loss_f: 3.19140e-06
Iter: 4200, Loss: 3.28112e-04, Loss_0: 1.50376e-04, Loss_1: 2.27539e-05, Loss_b: 1.20635e-04, Loss_f: 3.43463e-05
Iter: 4300, Loss: 4.45224e-06, Loss_0: 3.42153e-08, Loss_1: 1.44345e-06, Loss_b: 8.11134e-09, Loss_f: 2.96647e-06
Iter: 4400, Loss: 4.09631e-06, Loss_0: 2.76753e-08, Loss_1: 1.18735e-06, Loss_b: 2.23231e-09, Loss_f: 2.87905e-06
Iter: 4500, Loss: 1.63962e-03, Loss_0: 5.77474e-04, Loss_1: 1.21452e-04, Loss_b: 8.29496e-04, Loss_f: 1.11200e-04
Iter: 4600, Loss: 3.90039e-06, Loss_0: 3.09816e-08, Loss_1: 1.15156e-06, Loss_b: 5.08412e-08, Loss_f: 2.66700e-06
Iter: 4700, Loss: 2.03181e-05, Loss_0: 1.10329e-05, Loss_1: 3.28576e-06, Loss_b: 8.45094e-07, Loss_f: 5.15438e-06
Iter: 4800, Loss: 3.67439e-06, Loss_0: 1.11123e-08, Loss_1: 1.16410e-06, Loss_b: 1.05456e-08, Loss_f: 2.48863e-06
Iter: 4900, Loss: 7.03231e-06, Loss_0: 2.00603e-07, Loss_1: 1.57236e-06, Loss_b: 2.77919e-06, Loss_f: 2.48016e-06
Iter: 5000, Loss: 8.66185e-05, Loss_0: 1.71372e-05, Loss_1: 9.86392e-06, Loss_b: 5.45517e-05, Loss_f: 5.06560e-06
Iter: 5100, Loss: 3.25356e-06, Loss_0: 2.11675e-08, Loss_1: 9.65712e-07, Loss_b: 3.47012e-09, Loss_f: 2.26321e-06
Iter: 5200, Loss: 9.41995e-06, Loss_0: 7.24000e-07, Loss_1: 1.96367e-06, Loss_b: 4.53932e-06, Loss_f: 2.19296e-06
Iter: 5300, Loss: 1.55016e-04, Loss_0: 3.77679e-05, Loss_1: 1.70131e-05, Loss_b: 9.16766e-05, Loss_f: 8.55831e-06
Iter: 5400, Loss: 3.77926e-06, Loss_0: 5.29125e-07, Loss_1: 1.05392e-06, Loss_b: 1.17817e-08, Loss_f: 2.18444e-06
Iter: 5500, Loss: 3.14715e-06, Loss_0: 2.29465e-07, Loss_1: 7.95998e-07, Loss_b: 1.65942e-08, Loss_f: 2.10509e-06
Iter: 5600, Loss: 3.35652e-06, Loss_0: 2.94769e-07, Loss_1: 1.08819e-06, Loss_b: 9.66430e-09, Loss_f: 1.96390e-06
Iter: 5700, Loss: 2.67241e-06, Loss_0: 1.34905e-08, Loss_1: 7.89210e-07, Loss_b: 1.29870e-08, Loss_f: 1.85672e-06
Iter: 5800, Loss: 4.51329e-06, Loss_0: 7.62896e-08, Loss_1: 1.32736e-06, Loss_b: 1.28100e-06, Loss_f: 1.82863e-06
Iter: 5900, Loss: 2.59215e-05, Loss_0: 4.06885e-06, Loss_1: 2.69015e-06, Loss_b: 1.20231e-05, Loss_f: 7.13941e-06
Iter: 6000, Loss: 3.40498e-05, Loss_0: 5.88703e-06, Loss_1: 3.45709e-06, Loss_b: 2.13563e-05, Loss_f: 3.34946e-06
Iter: 6100, Loss: 2.67643e-06, Loss_0: 7.57021e-08, Loss_1: 8.71686e-07, Loss_b: 1.00258e-07, Loss_f: 1.62879e-06
Iter: 6200, Loss: 2.76499e-06, Loss_0: 1.56781e-07, Loss_1: 7.55463e-07, Loss_b: 1.25849e-07, Loss_f: 1.72690e-06
Iter: 6300, Loss: 4.42173e-06, Loss_0: 2.84011e-07, Loss_1: 9.63096e-07, Loss_b: 1.45558e-06, Loss_f: 1.71905e-06
Iter: 6400, Loss: 2.18825e-06, Loss_0: 1.53829e-08, Loss_1: 6.85906e-07, Loss_b: 6.39734e-09, Loss_f: 1.48056e-06
Iter: 6500, Loss: 2.50565e-06, Loss_0: 1.90300e-08, Loss_1: 8.32947e-07, Loss_b: 1.84384e-07, Loss_f: 1.46929e-06
Iter: 6600, Loss: 9.65855e-05, Loss_0: 1.52462e-05, Loss_1: 1.09870e-05, Loss_b: 6.55222e-05, Loss_f: 4.83006e-06
Iter: 6700, Loss: 2.20985e-06, Loss_0: 1.04948e-08, Loss_1: 7.86792e-07, Loss_b: 2.62646e-08, Loss_f: 1.38630e-06
Iter: 6800, Loss: 1.96141e-06, Loss_0: 9.07312e-09, Loss_1: 6.35207e-07, Loss_b: 7.33046e-09, Loss_f: 1.30980e-06
Iter: 6900, Loss: 1.97789e-06, Loss_0: 2.76317e-08, Loss_1: 6.24160e-07, Loss_b: 9.41356e-08, Loss_f: 1.23196e-06
Iter: 7000, Loss: 1.67322e-05, Loss_0: 5.95485e-08, Loss_1: 8.26490e-06, Loss_b: 2.20914e-06, Loss_f: 6.19864e-06
Iter: 7100, Loss: 2.84469e-06, Loss_0: 4.93314e-08, Loss_1: 1.05316e-06, Loss_b: 2.20823e-08, Loss_f: 1.72012e-06
Iter: 7200, Loss: 2.10932e-06, Loss_0: 3.61533e-08, Loss_1: 6.22032e-07, Loss_b: 2.58061e-08, Loss_f: 1.42533e-06
Iter: 7300, Loss: 1.88346e-06, Loss_0: 2.65787e-08, Loss_1: 5.33909e-07, Loss_b: 2.43219e-08, Loss_f: 1.29865e-06
Iter: 7400, Loss: 9.34540e-06, Loss_0: 9.50423e-07, Loss_1: 1.28269e-06, Loss_b: 5.16487e-06, Loss_f: 1.94741e-06
Iter: 7500, Loss: 1.80359e-06, Loss_0: 1.36476e-08, Loss_1: 5.98865e-07, Loss_b: 1.54408e-08, Loss_f: 1.17564e-06
Iter: 7600, Loss: 1.68842e-06, Loss_0: 1.20020e-08, Loss_1: 5.46876e-07, Loss_b: 1.61519e-08, Loss_f: 1.11339e-06
Iter: 7700, Loss: 3.60520e-05, Loss_0: 4.15645e-06, Loss_1: 7.45031e-06, Loss_b: 2.06972e-05, Loss_f: 3.74808e-06
Iter: 7800, Loss: 1.75623e-06, Loss_0: 1.20309e-08, Loss_1: 6.33732e-07, Loss_b: 1.67968e-08, Loss_f: 1.09367e-06
Iter: 7900, Loss: 1.60850e-06, Loss_0: 9.82832e-09, Loss_1: 5.55690e-07, Loss_b: 1.35523e-08, Loss_f: 1.02943e-06
