Start Training:
Iter: 0, Loss: 6.51100e-01, Loss_0: 8.60421e-05, Loss_1: 6.60406e-02, Loss_b: 5.38794e-01, Loss_f: 4.61788e-02
Iter: 100, Loss: 1.22169e-02, Loss_0: 3.02387e-07, Loss_1: 1.20119e-02, Loss_b: 3.29239e-06, Loss_f: 2.01474e-04
Iter: 200, Loss: 1.13471e-02, Loss_0: 2.46837e-07, Loss_1: 1.10578e-02, Loss_b: 1.21571e-05, Loss_f: 2.76857e-04
Iter: 300, Loss: 9.33059e-03, Loss_0: 2.07384e-06, Loss_1: 8.97898e-03, Loss_b: 7.25712e-06, Loss_f: 3.42285e-04
Iter: 400, Loss: 6.34684e-03, Loss_0: 3.39594e-07, Loss_1: 5.92874e-03, Loss_b: 2.66185e-06, Loss_f: 4.15103e-04
Iter: 500, Loss: 5.60150e-03, Loss_0: 1.74803e-07, Loss_1: 5.18792e-03, Loss_b: 1.75780e-06, Loss_f: 4.11650e-04
Iter: 600, Loss: 4.98089e-03, Loss_0: 1.75913e-07, Loss_1: 4.62793e-03, Loss_b: 2.41440e-06, Loss_f: 3.50362e-04
Iter: 700, Loss: 4.41867e-03, Loss_0: 1.75376e-07, Loss_1: 4.16504e-03, Loss_b: 1.48018e-06, Loss_f: 2.51972e-04
Iter: 800, Loss: 4.00855e-03, Loss_0: 1.76323e-07, Loss_1: 3.77225e-03, Loss_b: 6.06459e-06, Loss_f: 2.30058e-04
Iter: 900, Loss: 3.70968e-03, Loss_0: 8.67017e-07, Loss_1: 3.48317e-03, Loss_b: 1.03081e-05, Loss_f: 2.15339e-04
Iter: 1000, Loss: 3.36575e-03, Loss_0: 1.74458e-07, Loss_1: 3.15941e-03, Loss_b: 2.19785e-06, Loss_f: 2.03972e-04
Iter: 1100, Loss: 3.05454e-03, Loss_0: 7.45405e-07, Loss_1: 2.87077e-03, Loss_b: 4.01971e-07, Loss_f: 1.82616e-04
Iter: 1200, Loss: 2.73607e-03, Loss_0: 1.86033e-07, Loss_1: 2.57650e-03, Loss_b: 1.22805e-06, Loss_f: 1.58159e-04
Iter: 1300, Loss: 2.78940e-03, Loss_0: 3.94548e-05, Loss_1: 2.36278e-03, Loss_b: 2.53544e-04, Loss_f: 1.33622e-04
Iter: 1400, Loss: 2.21789e-03, Loss_0: 1.94051e-07, Loss_1: 2.10510e-03, Loss_b: 2.02840e-06, Loss_f: 1.10569e-04
Iter: 1500, Loss: 1.97213e-03, Loss_0: 1.91027e-07, Loss_1: 1.86963e-03, Loss_b: 2.41268e-06, Loss_f: 9.98955e-05
Iter: 1600, Loss: 1.78477e-03, Loss_0: 1.76771e-06, Loss_1: 1.67091e-03, Loss_b: 1.77301e-05, Loss_f: 9.43573e-05
Iter: 1700, Loss: 1.56155e-03, Loss_0: 1.90332e-07, Loss_1: 1.46360e-03, Loss_b: 4.64970e-06, Loss_f: 9.31115e-05
Iter: 1800, Loss: 1.34047e-03, Loss_0: 1.92516e-07, Loss_1: 1.24842e-03, Loss_b: 5.11316e-06, Loss_f: 8.67395e-05
Iter: 1900, Loss: 1.17442e-03, Loss_0: 6.08649e-07, Loss_1: 1.09814e-03, Loss_b: 4.38252e-06, Loss_f: 7.12850e-05
Iter: 2000, Loss: 9.88115e-04, Loss_0: 2.15438e-07, Loss_1: 8.98450e-04, Loss_b: 3.68587e-06, Loss_f: 8.57637e-05
Iter: 2100, Loss: 8.59709e-04, Loss_0: 2.23794e-07, Loss_1: 7.60181e-04, Loss_b: 2.72539e-06, Loss_f: 9.65792e-05
Iter: 2200, Loss: 7.77043e-04, Loss_0: 9.55871e-07, Loss_1: 6.79444e-04, Loss_b: 2.27036e-06, Loss_f: 9.43728e-05
Iter: 2300, Loss: 6.88136e-04, Loss_0: 2.14634e-07, Loss_1: 5.81894e-04, Loss_b: 1.26340e-06, Loss_f: 1.04764e-04
Iter: 2400, Loss: 6.52623e-04, Loss_0: 2.94793e-06, Loss_1: 5.29844e-04, Loss_b: 1.24713e-05, Loss_f: 1.07360e-04
Iter: 2500, Loss: 5.74413e-04, Loss_0: 1.99749e-07, Loss_1: 4.64964e-04, Loss_b: 5.16727e-07, Loss_f: 1.08732e-04
Iter: 2600, Loss: 5.65950e-04, Loss_0: 1.16439e-06, Loss_1: 4.43745e-04, Loss_b: 2.08351e-05, Loss_f: 1.00205e-04
Iter: 2700, Loss: 4.90278e-04, Loss_0: 1.87164e-07, Loss_1: 3.81665e-04, Loss_b: 2.43735e-07, Loss_f: 1.08182e-04
Iter: 2800, Loss: 5.01975e-04, Loss_0: 6.26521e-06, Loss_1: 3.72559e-04, Loss_b: 1.95961e-05, Loss_f: 1.03555e-04
