Start Training:
Iter: 0, Loss: 4.67044e-02, Loss0: 2.78261e-02, Loss_b: 2.11158e-09, Loss_f: 9.03310e-07, Loss_prev: 1.88774e-02
Iter: 100, Loss: 2.42628e-03, Loss0: 1.32350e-04, Loss_b: 1.81495e-05, Loss_f: 8.63746e-04, Loss_prev: 1.41203e-03
Iter: 200, Loss: 1.08790e-03, Loss0: 5.99651e-05, Loss_b: 1.20241e-06, Loss_f: 3.47815e-04, Loss_prev: 6.78918e-04
Iter: 300, Loss: 7.59630e-04, Loss0: 3.11697e-05, Loss_b: 4.54762e-07, Loss_f: 2.58329e-04, Loss_prev: 4.69676e-04
Iter: 400, Loss: 5.45418e-04, Loss0: 2.17000e-05, Loss_b: 3.77378e-07, Loss_f: 1.95666e-04, Loss_prev: 3.27674e-04
Iter: 500, Loss: 4.14450e-04, Loss0: 1.67275e-05, Loss_b: 4.61546e-07, Loss_f: 1.62455e-04, Loss_prev: 2.34806e-04
Iter: 600, Loss: 3.29974e-04, Loss0: 1.30709e-05, Loss_b: 4.62305e-07, Loss_f: 1.42769e-04, Loss_prev: 1.73672e-04
Iter: 700, Loss: 2.68832e-04, Loss0: 1.04531e-05, Loss_b: 3.40204e-07, Loss_f: 1.26166e-04, Loss_prev: 1.31872e-04
Iter: 800, Loss: 2.21386e-04, Loss0: 8.77829e-06, Loss_b: 1.92646e-07, Loss_f: 1.09332e-04, Loss_prev: 1.03083e-04
Iter: 900, Loss: 1.84061e-04, Loss0: 7.64934e-06, Loss_b: 1.08321e-07, Loss_f: 9.36377e-05, Loss_prev: 8.26661e-05
Iter: 1000, Loss: 1.72948e-04, Loss0: 8.20727e-06, Loss_b: 3.33292e-07, Loss_f: 8.32809e-05, Loss_prev: 8.11265e-05
Iter: 1100, Loss: 4.50321e-04, Loss0: 1.39200e-05, Loss_b: 3.27083e-05, Loss_f: 3.21608e-04, Loss_prev: 8.20842e-05
Iter: 1200, Loss: 5.50326e-04, Loss0: 1.57196e-05, Loss_b: 3.62525e-05, Loss_f: 4.20458e-04, Loss_prev: 7.78965e-05
Iter: 1300, Loss: 3.30813e-04, Loss0: 9.31991e-06, Loss_b: 1.88427e-05, Loss_f: 2.32857e-04, Loss_prev: 6.97931e-05
Iter: 1400, Loss: 1.17785e-04, Loss0: 3.48704e-06, Loss_b: 3.50742e-07, Loss_f: 5.62811e-05, Loss_prev: 5.76657e-05
Iter: 1500, Loss: 1.17596e-04, Loss0: 2.96160e-06, Loss_b: 9.17006e-07, Loss_f: 5.87695e-05, Loss_prev: 5.49482e-05
Iter: 1600, Loss: 1.09606e-04, Loss0: 2.78285e-06, Loss_b: 1.30810e-06, Loss_f: 5.64173e-05, Loss_prev: 4.90975e-05
Iter: 1700, Loss: 1.23752e-04, Loss0: 5.88320e-06, Loss_b: 4.46827e-07, Loss_f: 6.52947e-05, Loss_prev: 5.21268e-05
Iter: 1800, Loss: 3.34897e-04, Loss0: 1.04126e-05, Loss_b: 2.71910e-05, Loss_f: 2.41753e-04, Loss_prev: 5.55401e-05
Iter: 1900, Loss: 1.82513e-04, Loss0: 4.55172e-06, Loss_b: 9.72230e-06, Loss_f: 1.20031e-04, Loss_prev: 4.82076e-05
Iter: 2000, Loss: 7.90277e-04, Loss0: 2.12466e-05, Loss_b: 6.05613e-05, Loss_f: 6.48063e-04, Loss_prev: 6.04061e-05
Iter: 2100, Loss: 7.21113e-04, Loss0: 2.70193e-05, Loss_b: 8.01828e-05, Loss_f: 5.49774e-04, Loss_prev: 6.41369e-05
Iter: 2200, Loss: 3.63764e-04, Loss0: 1.16124e-05, Loss_b: 3.18554e-05, Loss_f: 2.72391e-04, Loss_prev: 4.79054e-05
Iter: 2300, Loss: 1.20892e-04, Loss0: 2.96835e-06, Loss_b: 4.89377e-06, Loss_f: 7.38545e-05, Loss_prev: 3.91750e-05
Iter: 2400, Loss: 1.38859e-04, Loss0: 3.82612e-06, Loss_b: 7.12802e-06, Loss_f: 8.87411e-05, Loss_prev: 3.91641e-05
Iter: 2500, Loss: 4.32207e-04, Loss0: 1.26340e-05, Loss_b: 3.51391e-05, Loss_f: 3.41294e-04, Loss_prev: 4.31400e-05
Iter: 2600, Loss: 1.11771e-04, Loss0: 4.70479e-06, Loss_b: 2.88505e-06, Loss_f: 6.65054e-05, Loss_prev: 3.76758e-05
Iter: 2700, Loss: 1.10839e-04, Loss0: 2.39476e-06, Loss_b: 4.02465e-06, Loss_f: 7.24782e-05, Loss_prev: 3.19415e-05
Iter: 2800, Loss: 9.28157e-05, Loss0: 3.32225e-06, Loss_b: 5.41381e-06, Loss_f: 5.02135e-05, Loss_prev: 3.38662e-05
Iter: 2900, Loss: 1.43556e-04, Loss0: 3.96559e-06, Loss_b: 8.84825e-06, Loss_f: 1.00360e-04, Loss_prev: 3.03820e-05
Iter: 3000, Loss: 2.23881e-04, Loss0: 4.26245e-06, Loss_b: 1.09937e-05, Loss_f: 1.75863e-04, Loss_prev: 3.27612e-05
Iter: 3100, Loss: 2.07122e-04, Loss0: 3.25009e-06, Loss_b: 8.42158e-06, Loss_f: 1.61262e-04, Loss_prev: 3.41885e-05
Iter: 3200, Loss: 8.29609e-04, Loss0: 2.20950e-05, Loss_b: 5.95307e-05, Loss_f: 7.00773e-04, Loss_prev: 4.72102e-05
Iter: 3300, Loss: 6.43108e-05, Loss0: 1.65477e-06, Loss_b: 1.50459e-06, Loss_f: 3.36903e-05, Loss_prev: 2.74612e-05
Iter: 3400, Loss: 1.30618e-04, Loss0: 1.81687e-06, Loss_b: 4.07134e-06, Loss_f: 9.72265e-05, Loss_prev: 2.75030e-05
Iter: 3500, Loss: 1.99582e-04, Loss0: 7.79167e-06, Loss_b: 1.76949e-05, Loss_f: 1.45499e-04, Loss_prev: 2.85968e-05
Iter: 3600, Loss: 2.46799e-04, Loss0: 1.32727e-05, Loss_b: 3.26465e-05, Loss_f: 1.63777e-04, Loss_prev: 3.71026e-05
Iter: 3700, Loss: 5.37587e-05, Loss0: 9.14905e-07, Loss_b: 8.65529e-07, Loss_f: 2.91129e-05, Loss_prev: 2.28653e-05
Iter: 3800, Loss: 6.40577e-05, Loss0: 2.10335e-06, Loss_b: 3.12490e-07, Loss_f: 3.36968e-05, Loss_prev: 2.79451e-05
Iter: 3900, Loss: 6.39794e-05, Loss0: 8.83702e-07, Loss_b: 2.12302e-07, Loss_f: 4.10780e-05, Loss_prev: 2.18054e-05
Iter: 4000, Loss: 9.51615e-04, Loss0: 4.75365e-05, Loss_b: 1.20265e-04, Loss_f: 7.29821e-04, Loss_prev: 5.39921e-05
Iter: 4100, Loss: 4.45421e-05, Loss0: 5.20240e-07, Loss_b: 2.14992e-07, Loss_f: 2.31562e-05, Loss_prev: 2.06506e-05
Iter: 4200, Loss: 5.74104e-05, Loss0: 1.60887e-06, Loss_b: 5.20281e-07, Loss_f: 3.26089e-05, Loss_prev: 2.26723e-05
Iter: 4300, Loss: 7.32788e-05, Loss0: 4.30357e-06, Loss_b: 2.51876e-06, Loss_f: 4.22456e-05, Loss_prev: 2.42109e-05
Iter: 4400, Loss: 8.65368e-04, Loss0: 3.36079e-05, Loss_b: 8.54221e-05, Loss_f: 7.02342e-04, Loss_prev: 4.39954e-05
Iter: 4500, Loss: 8.60047e-05, Loss0: 3.24118e-06, Loss_b: 7.47427e-06, Loss_f: 5.18955e-05, Loss_prev: 2.33938e-05
Iter: 4600, Loss: 7.47433e-05, Loss0: 1.10528e-06, Loss_b: 9.87937e-07, Loss_f: 5.16354e-05, Loss_prev: 2.10147e-05
Iter: 4700, Loss: 6.18973e-04, Loss0: 4.25579e-05, Loss_b: 8.71153e-05, Loss_f: 4.43353e-04, Loss_prev: 4.59466e-05
Iter: 4800, Loss: 5.80933e-05, Loss0: 6.62206e-06, Loss_b: 2.64068e-07, Loss_f: 2.88395e-05, Loss_prev: 2.23677e-05
Iter: 4900, Loss: 3.90901e-05, Loss0: 5.38029e-07, Loss_b: 4.30944e-07, Loss_f: 2.28923e-05, Loss_prev: 1.52288e-05
Iter: 5000, Loss: 1.26315e-04, Loss0: 7.79907e-06, Loss_b: 1.42319e-05, Loss_f: 7.92068e-05, Loss_prev: 2.50769e-05
Iter: 5100, Loss: 4.00405e-04, Loss0: 1.05181e-05, Loss_b: 3.97997e-05, Loss_f: 3.20288e-04, Loss_prev: 2.97994e-05
Iter: 5200, Loss: 4.77205e-05, Loss0: 6.20153e-07, Loss_b: 3.06708e-07, Loss_f: 3.08377e-05, Loss_prev: 1.59559e-05
Iter: 5300, Loss: 1.29488e-04, Loss0: 3.88169e-06, Loss_b: 1.50449e-05, Loss_f: 8.68935e-05, Loss_prev: 2.36677e-05
Iter: 5400, Loss: 1.44079e-04, Loss0: 2.37988e-06, Loss_b: 5.13792e-06, Loss_f: 1.17510e-04, Loss_prev: 1.90514e-05
Iter: 5500, Loss: 1.99908e-04, Loss0: 4.30051e-06, Loss_b: 7.99834e-06, Loss_f: 1.70294e-04, Loss_prev: 1.73145e-05
